accession	gene_symbol	gene_title	gene_id	best_probe_id	log2fc	t_stat	p_value	fdr	probe_count
GSE87466	LOC101929504	uncharacterized LOC101929504	101929504	1561141_PM_at	-0.0675576	-1.49711	0.144839	0.233937	1
GSE87466	RFESD	Rieske Fe-S domain containing	317671	236305_PM_at	-0.0833402	-1.50863	0.144872	0.233983	2
GSE87466	DUSP28	dual specificity phosphatase 28	285193	229211_PM_at	-0.164402	-1.49744	0.1449	0.234013	1
GSE87466	GPN1	GPN-loop GTPase 1	11321	209313_PM_at	-0.139326	-1.50852	0.145074	0.234248	1
GSE87466	PLCXD1	phosphatidylinositol specific phospholipase C X domain containing 1	55344	218951_PM_s_at	0.278789	1.50403	0.145172	0.234351	2
GSE87466	TMEM169	transmembrane protein 169	92691	228981_PM_at	0.0818875	1.48641	0.145233	0.234422	1
GSE87466	SENP5	SUMO1/sentrin specific peptidase 5	205564	213184_PM_at	0.124209	1.49864	0.14533	0.23455	3
GSE87466	TIGD1	tigger transposable element derived 1	200765	1553099_PM_at	-0.21324	-1.50056	0.145342	0.234563	1
GSE87466	LINC00092	long intergenic non-protein coding RNA 92	100188953	1562733_PM_at	-0.124195	-1.48986	0.145381	0.234612	1
GSE87466	UBL7	ubiquitin like 7	84993	225063_PM_at	-0.120844	-1.49472	0.145692	0.234989	1
GSE87466	HDAC2	histone deacetylase 2	3066	242141_PM_at	0.124316	1.49633	0.145813	0.235136	2
GSE87466	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	4085	1554768_PM_a_at	-0.383304	-1.50533	0.145846	0.235161	2
GSE87466	ELANE	elastase, neutrophil expressed	1991	206871_PM_at	-0.114733	-1.50062	0.145863	0.235182	1
GSE87466	AACS	acetoacetyl-CoA synthetase	65985	218434_PM_s_at	-0.106446	-1.48117	0.145919	0.235246	1
GSE87466	ZNF35	zinc finger protein 35	7584	206096_PM_at	0.157984	1.49979	0.145963	0.235299	1
GSE87466	ZNF468	zinc finger protein 468	90333	214751_PM_at	-0.208934	-1.49593	0.146052	0.235396	1
GSE87466	PRB1	proline rich protein BstNI subfamily 1	5542	207752_PM_x_at	-0.103283	-1.48551	0.14625	0.235667	3
GSE87466	ZNF705G	zinc finger protein 705G	100131980	237711_PM_at	-0.0516225	-1.47634	0.146319	0.235755	1
GSE87466	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	55066	224904_PM_at	-0.139509	-1.47859	0.146413	0.235881	3
GSE87466	GATM-AS1	GATM antisense RNA 1	145663	1566860_PM_at	0.0518222	1.47649	0.146526	0.236042	1
GSE87466	LOC284632	uncharacterized LOC284632	284632	1562716_PM_at	-0.0663396	-1.49185	0.146551	0.236075	1
GSE87466	B3GLCT	beta 3-glucosyltransferase	145173	227100_PM_at	0.272259	1.4894	0.14663	0.236175	2
GSE87466	CCDC28B	coiled-coil domain containing 28B	79140	219585_PM_at	-0.110126	-1.49184	0.14669	0.236237	2
GSE87466	SLC2A1-AS1	SLC2A1 antisense RNA 1	440584	1558832_PM_at	-0.0795826	-1.4882	0.14672	0.236278	1
GSE87466	ZDHHC9	zinc finger DHHC-type containing 9	51114	222451_PM_s_at	-0.207541	-1.49473	0.14676	0.236322	2
GSE87466	NFYB	nuclear transcription factor Y subunit beta	4801	218129_PM_s_at	0.231644	1.49794	0.146772	0.236334	4
GSE87466	TGM3	transglutaminase 3	7053	206004_PM_at	-0.0928286	-1.48002	0.146786	0.23635	1
GSE87466	RPS27L	ribosomal protein S27 like	51065	238935_PM_at	-0.245201	-1.48947	0.146846	0.236425	3
GSE87466	MRPL42	mitochondrial ribosomal protein L42	28977	222466_PM_s_at	-0.233576	-1.49828	0.146897	0.2365	2
GSE87466	MTF2	metal response element binding transcription factor 2	22823	209705_PM_at	-0.186839	-1.49871	0.146914	0.236521	5
GSE87466	RAP2B	RAP2B, member of RAS oncogene family	5912	214487_PM_s_at	0.144917	1.4937	0.147017	0.236624	5
GSE87466	LOC101927709	uncharacterized LOC101927709	101927709	234833_PM_at	-0.0750251	-1.49781	0.147013	0.236624	1
GSE87466	C6orf132	chromosome 6 open reading frame 132	647024	238028_PM_at	-0.175502	-1.48955	0.147049	0.236655	2
GSE87466	LOC100129500	hypothetical LOC100129500	100129500	212883_PM_at	0.227932	1.48872	0.147131	0.236766	2
GSE87466	PSG4	pregnancy specific beta-1-glycoprotein 4	5672	1568999_PM_at	-0.100548	-1.48788	0.147169	0.236799	2
GSE87466	NAV2-AS2	NAV2 antisense RNA 2	100874014	237512_PM_at	0.0841639	1.4895	0.147256	0.236904	1
GSE87466	POLR2A	RNA polymerase II subunit A	5430	217420_PM_s_at	-0.0742639	-1.49139	0.147272	0.236916	3
GSE87466	RPL10A	ribosomal protein L10a	4736	229563_PM_s_at	-0.0399015	-1.49535	0.147314	0.23697	3
GSE87466	UBAC2	UBA domain containing 2	337867	224298_PM_s_at	-0.15918	-1.49909	0.147345	0.237013	1
GSE87466	KLHL11	kelch like family member 11	55175	220657_PM_at	-0.0761706	-1.48932	0.147516	0.237253	2
GSE87466	OR7A17	olfactory receptor family 7 subfamily A member 17	26333	208509_PM_s_at	-0.114531	-1.49702	0.147556	0.237296	1
GSE87466	SLC29A4	solute carrier family 29 member 4	222962	227281_PM_at	-0.176969	-1.4873	0.14759	0.237337	1
GSE87466	DLEU7	deleted in lymphocytic leukemia, 7	220107	1566081_PM_at	-0.0590112	-1.48838	0.14766	0.237422	2
GSE87466	PATE2	prostate and testis expressed 2	399967	243268_PM_at	-0.0646235	-1.48621	0.147706	0.237468	1
GSE87466	LOC100506142	uncharacterized LOC100506142	100506142	1556662_PM_at	-0.093819	-1.48505	0.147789	0.23758	2
GSE87466	C21orf62-AS1	C21orf62 antisense RNA 1	54067	1557782_PM_s_at	-0.103349	-1.49125	0.147837	0.237643	2
GSE87466	LUC7L	LUC7 like	55692	220143_PM_x_at	0.21603	1.49578	0.147867	0.237685	5
GSE87466	DDX60L	DEAD-box helicase 60-like	91351	228152_PM_s_at	0.262693	1.49601	0.147886	0.237703	2
GSE87466	KRTAP2-3	keratin associated protein 2-3	730755	1555673_PM_at	-0.0944606	-1.49257	0.147904	0.237723	1
GSE87466	KNSTRN	kinetochore localized astrin/SPAG5 binding protein	90417	225300_PM_at	0.243509	1.49354	0.147971	0.237817	1
GSE87466	ABCB10	ATP binding cassette subfamily B member 10	23456	223320_PM_s_at	-0.271534	-1.48967	0.148063	0.237894	1
GSE87466	ASPM	abnormal spindle microtubule assembly	259266	219918_PM_s_at	0.209098	1.48773	0.148089	0.237894	3
GSE87466	PCSK2	proprotein convertase subtilisin/kexin type 2	5126	204869_PM_at	-0.204804	-1.47891	0.148065	0.237894	2
GSE87466	NPTXR	neuronal pentraxin receptor	23467	217041_PM_at	-0.0968803	-1.48585	0.148084	0.237894	2
GSE87466	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)	3460	201642_PM_at	-0.172753	-1.49782	0.148102	0.237902	1
GSE87466	LOC105370622	uncharacterized LOC105370622	105370622	1556374_PM_s_at	-0.100165	-1.48861	0.148135	0.237927	1
GSE87466	MC3R	melanocortin 3 receptor	4159	221442_PM_at	-0.0721562	-1.48638	0.148265	0.2381	1
GSE87466	RAB27A	RAB27A, member RAS oncogene family	5873	210951_PM_x_at	0.185577	1.48454	0.148323	0.23818	4
GSE87466	CCDC27	coiled-coil domain containing 27	148870	1552948_PM_at	-0.0942736	-1.48852	0.148375	0.238249	1
GSE87466	ZNF136	zinc finger protein 136	7695	206240_PM_s_at	0.171035	1.4908	0.148382	0.238253	1
GSE87466	ATP13A1	ATPase 13A1	57130	218052_PM_s_at	0.260654	1.49173	0.148411	0.238275	1
GSE87466	ZNF211	zinc finger protein 211	10520	205437_PM_at	0.197959	1.49077	0.148418	0.238276	1
GSE87466	TACR3	tachykinin receptor 3	6870	208183_PM_at	-0.0690943	-1.4805	0.148495	0.238386	1
GSE87466	DKFZP586I1420	uncharacterized protein DKFZp586I1420	222161	213546_PM_at	-0.27742	-1.49363	0.148559	0.238461	1
GSE87466	NR5A1	nuclear receptor subfamily 5 group A member 1	2516	210333_PM_at	-0.0895581	-1.48344	0.148582	0.23849	1
GSE87466	KIDINS220	kinase D-interacting substrate 220kDa	57498	242032_PM_at	-0.106979	-1.48754	0.148624	0.238537	5
GSE87466	GAS2L2	growth arrest specific 2 like 2	246176	1552596_PM_at	-0.100867	-1.48464	0.148623	0.238537	1
GSE87466	SECISBP2	SECIS binding protein 2	79048	218265_PM_at	-0.0975731	-1.49101	0.1487	0.238645	2
GSE87466	DDR1-AS1	DDR1 antisense RNA 1 (head to head)	414771	216679_PM_at	-0.0818176	-1.48014	0.148717	0.238665	2
GSE87466	C15orf59	chromosome 15 open reading frame 59	388135	233482_PM_at	-0.0667931	-1.47447	0.148836	0.238821	2
GSE87466	PPP6R3	protein phosphatase 6 regulatory subunit 3	55291	217928_PM_s_at	-0.10185	-1.49133	0.148949	0.238967	3
GSE87466	OR7E156P	olfactory receptor family 7 subfamily E member 156 pseudogene	283491	222327_PM_x_at	-0.111701	-1.48711	0.149114	0.239175	1
GSE87466	AGTPBP1	ATP/GTP binding protein 1	23287	204500_PM_s_at	0.137634	1.48528	0.149209	0.239293	2
GSE87466	RPLP2	ribosomal protein lateral stalk subunit P2	6181	200908_PM_s_at	-0.0480992	-1.48376	0.149243	0.239321	3
GSE87466	FAS	Fas cell surface death receptor	355	233820_PM_at	-0.181927	-1.49265	0.149314	0.23942	5
GSE87466	LOC729307	uncharacterized LOC729307	729307	1569811_PM_at	-0.0599552	-1.48201	0.149341	0.239435	1
GSE87466	KCND2	potassium voltage-gated channel subfamily D member 2	3751	207103_PM_at	-0.105758	-1.48657	0.149497	0.239664	1
GSE87466	HMX1	H6 family homeobox 1	3166	207353_PM_s_at	-0.102578	-1.4826	0.149524	0.2397	1
GSE87466	GNPAT	glyceronephosphate O-acyltransferase	8443	201956_PM_s_at	-0.0985744	-1.48886	0.149633	0.23984	1
GSE87466	CXorf67	chromosome X open reading frame 67	340602	1555396_PM_s_at	-0.0952856	-1.48576	0.149706	0.239936	1
GSE87466	CLC	Charcot-Leyden crystal galectin	1178	206207_PM_at	0.512615	1.48191	0.149719	0.239945	1
GSE87466	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	140890	242185_PM_at	-0.0693915	-1.47159	0.149764	0.240001	8
GSE87466	SPEF2	sperm flagellar 2	79925	1552716_PM_at	0.166599	1.47759	0.14982	0.240071	3
GSE87466	BOD1L2	biorientation of chromosomes in cell division 1 like 2	284257	231368_PM_at	-0.0797938	-1.47872	0.149826	0.240072	1
GSE87466	MAD1L1	MAD1 mitotic arrest deficient like 1	8379	204857_PM_at	0.163633	1.48041	0.14984	0.240087	1
GSE87466	LOC101928535	uncharacterized LOC101928535	101928535	1557758_PM_at	-0.0817954	-1.48047	0.149914	0.240171	2
GSE87466	STMN2	stathmin 2	11075	203000_PM_at	-0.19018	-1.46222	0.149969	0.240218	2
GSE87466	HSD17B7P2	hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2	158160	224058_PM_s_at	-0.110154	-1.4813	0.14997	0.240218	1
GSE87466	SAFB	scaffold attachment factor B	6294	213635_PM_s_at	0.182543	1.48713	0.149995	0.240244	3
GSE87466	LOC105372969	uncharacterized LOC105372969	105372969	1561076_PM_at	-0.0699874	-1.48014	0.150019	0.240268	1
GSE87466	LOC100133116	similar to uromodulin-like	100133116	1557776_PM_at	-0.0648478	-1.47022	0.150023	0.240268	1
GSE87466	TLR7	toll like receptor 7	51284	222952_PM_s_at	0.122389	1.47951	0.150133	0.240416	2
GSE87466	MCMDC2	minichromosome maintenance domain containing 2	157777	1569677_PM_a_at	-0.116204	-1.48753	0.150218	0.240538	2
GSE87466	RMDN3	regulator of microtubule dynamics 3	55177	218126_PM_at	-0.0914414	-1.47246	0.150266	0.240601	1
GSE87466	TAAR3	trace amine associated receptor 3 (gene/pseudogene)	9288	221393_PM_at	-0.1037	-1.48465	0.150273	0.240605	1
GSE87466	ATP13A2	ATPase 13A2	23400	218608_PM_at	0.16203	1.47898	0.150328	0.240686	1
GSE87466	SEC14L4	SEC14 like lipid binding 4	284904	216402_PM_at	-0.0936967	-1.48273	0.150377	0.240757	2
GSE87466	CEP72	centrosomal protein 72	55722	219531_PM_at	0.126859	1.4816	0.150403	0.240792	1
GSE87466	CCEPR	cervical carcinoma expressed PCNA regulatory lncRNA	105682749	228679_PM_at	-0.0617808	-1.47287	0.150493	0.240915	1
GSE87466	P2RY11	purinergic receptor P2Y11	5032	214546_PM_s_at	-0.0855026	-1.47435	0.1505	0.240919	1
GSE87466	WASF2	WAS protein family member 2	10163	221725_PM_at	-0.104906	-1.48005	0.150562	0.240976	3
GSE87466	LRRC38	leucine rich repeat containing 38	126755	1558375_PM_at	-0.115523	-1.4781	0.150568	0.240978	1
GSE87466	MED13L	mediator complex subunit 13 like	23389	216109_PM_at	0.131221	1.47313	0.150627	0.241038	5
GSE87466	MAT2B	methionine adenosyltransferase 2B	27430	229284_PM_at	-0.16103	-1.48316	0.150651	0.241069	2
GSE87466	LHX5	LIM homeobox 5	64211	208333_PM_at	-0.0798445	-1.47791	0.150665	0.241077	1
GSE87466	GAN	gigaxonin	8139	220124_PM_at	-0.198853	-1.47199	0.150678	0.241078	1
GSE87466	LOC100287600	hypothetical protein LOC100287600	100287600	213586_PM_at	-0.0968521	-1.47599	0.150683	0.241078	1
GSE87466	TANGO2	transport and golgi organization 2 homolog	128989	235396_PM_at	-0.173573	-1.48403	0.15075	0.241171	1
GSE87466	TROAP	trophinin associated protein	10024	1568596_PM_a_at	0.226341	1.47924	0.150801	0.241238	2
GSE87466	PLAA	phospholipase A2 activating protein	9373	209533_PM_s_at	0.1392	1.48296	0.150837	0.241282	3
GSE87466	LOC101928661	uncharacterized LOC101928661	101928661	1561360_PM_at	-0.0581701	-1.46693	0.15086	0.241312	1
GSE87466	ARMC5	armadillo repeat containing 5	79798	227738_PM_s_at	-0.0990304	-1.4761	0.150887	0.241348	1
GSE87466	LOC100292443	hypothetical protein LOC100292443	100292443	228526_PM_at	-0.149304	-1.4812	0.150918	0.241376	1
GSE87466	XKR4	XK related 4	114786	237802_PM_at	0.130232	1.45284	0.151025	0.241517	1
GSE87466	TMEM176A	transmembrane protein 176A	55365	218345_PM_at	-0.124713	-1.46905	0.151028	0.241517	1
GSE87466	VTCN1	V-set domain containing T cell activation inhibitor 1	79679	219768_PM_at	-0.104205	-1.47681	0.151043	0.241527	1
GSE87466	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2	282991	225049_PM_at	0.129631	1.47713	0.151054	0.24153	1
GSE87466	PARPBP	PARP1 binding protein	55010	224147_PM_at	0.0723722	1.46599	0.15105	0.24153	3
GSE87466	DAZAP1	DAZ associated protein 1	26528	229813_PM_x_at	-0.122448	-1.48539	0.151065	0.241535	3
GSE87466	LINC01049	long intergenic non-protein coding RNA 1049	101927224	1563063_PM_at	-0.115818	-1.47863	0.151066	0.241535	1
GSE87466	FPR3	formyl peptide receptor 3	2359	214560_PM_at	0.264837	1.48032	0.15109	0.241567	2
GSE87466	SCAF4	SR-related CTD associated factor 4	57466	243759_PM_at	0.244529	1.47311	0.151264	0.241781	5
GSE87466	DCAF1	DDB1 and CUL4 associated factor 1	9730	204377_PM_s_at	-0.0952233	-1.47009	0.151323	0.241868	5
GSE87466	LOC644852	uncharacterized LOC644852	644852	1554307_PM_at	-0.0728727	-1.47436	0.151368	0.241933	1
GSE87466	CCDC105	coiled-coil domain containing 105	126402	1553893_PM_at	-0.11733	-1.47528	0.151379	0.241944	1
GSE87466	CNTD2	cyclin N-terminal domain containing 2	79935	220323_PM_at	-0.108756	-1.4713	0.151406	0.24198	1
GSE87466	KRT73	keratin 73	319101	237507_PM_at	-0.0720475	-1.46983	0.151608	0.242246	2
GSE87466	HIST1H1A	histone cluster 1, H1a	3024	208484_PM_at	-0.0857319	-1.47011	0.151636	0.242262	1
GSE87466	MAP2K1	mitogen-activated protein kinase kinase 1	5604	202670_PM_at	0.227909	1.47615	0.151685	0.242311	1
GSE87466	LOC283352	uncharacterized LOC283352	283352	1561757_PM_a_at	-0.0626388	-1.47421	0.151753	0.242386	2
GSE87466	ZDHHC5	zinc finger DHHC-type containing 5	25921	224868_PM_at	0.128415	1.47121	0.151931	0.242599	2
GSE87466	CNGA3	cyclic nucleotide gated channel alpha 3	1261	207261_PM_at	-0.059703	-1.47271	0.151935	0.242599	1
GSE87466	LINC01419	long intergenic non-protein coding RNA 1419	103352670	1559213_PM_at	-0.047788	-1.47225	0.151948	0.242612	1
GSE87466	OIP5	Opa interacting protein 5	11339	213599_PM_at	-0.306468	-1.48079	0.151963	0.242624	1
GSE87466	FAM188A	family with sequence similarity 188 member A	80013	1554509_PM_a_at	0.205271	1.4747	0.152076	0.242767	2
GSE87466	UNK	unkempt family zinc finger	85451	1562434_PM_at	0.0736204	1.45241	0.152135	0.242847	3
GSE87466	GOLGA6L6	golgin A6 family-like 6	727832	1561171_PM_a_at	-0.129829	-1.4699	0.152171	0.24289	1
GSE87466	PKI55	DKFZp434H1419	150967	214717_PM_at	0.128298	1.46123	0.152307	0.243072	1
GSE87466	KIF23	kinesin family member 23	9493	244427_PM_at	-0.138107	-1.46923	0.15236	0.243142	2
GSE87466	TF	transferrin	7018	220109_PM_at	-0.0422246	-1.46824	0.15245	0.24325	4
GSE87466	KCNC1	potassium voltage-gated channel subfamily C member 1	3746	208477_PM_at	-0.0561274	-1.4704	0.152599	0.243452	2
GSE87466	LRFN1	leucine rich repeat and fibronectin type III domain containing 1	57622	232486_PM_at	-0.10698	-1.46636	0.152636	0.24349	1
GSE87466	AKR1D1	aldo-keto reductase family 1, member D1	6718	207102_PM_at	-0.0490227	-1.46288	0.152644	0.243496	1
GSE87466	GCGR	glucagon receptor	2642	210565_PM_at	-0.0687259	-1.45905	0.152718	0.24355	1
GSE87466	OR7E47P	olfactory receptor family 7 subfamily E member 47 pseudogene	26628	222304_PM_x_at	0.141025	1.46863	0.152739	0.243562	1
GSE87466	EFHB	EF-hand domain family member B	151651	239477_PM_at	-0.06713	-1.45548	0.152734	0.243562	1
GSE87466	BARX2	BARX homeobox 2	8538	210419_PM_at	-0.0785478	-1.46179	0.152799	0.243644	1
GSE87466	LOC728701	hypothetical LOC728701	728701	234380_PM_x_at	-0.096709	-1.46718	0.15282	0.243665	1
GSE87466	SPTSSB	serine palmitoyltransferase small subunit B	165679	238702_PM_at	-0.0984388	-1.45639	0.152928	0.243793	1
GSE87466	TBC1D8B	TBC1 domain family member 8B	54885	1563272_PM_at	-0.145079	-1.4681	0.153034	0.243926	3
GSE87466	NUP205	nucleoporin 205	23165	222382_PM_x_at	0.130929	1.47074	0.153167	0.244096	2
GSE87466	DUSP13	dual specificity phosphatase 13	51207	219963_PM_at	-0.0799903	-1.47217	0.153176	0.244103	1
GSE87466	CDC42SE2	CDC42 small effector 2	56990	229026_PM_at	-0.188179	-1.46614	0.153218	0.244156	4
GSE87466	EPN2-AS1	EPN2 antisense RNA 1	100874018	1561545_PM_at	-0.091078	-1.46862	0.153495	0.244483	1
GSE87466	LOC100287515	uncharacterized LOC100287515	100287515	219595_PM_at	-0.134443	-1.4682	0.153553	0.244561	2
GSE87466	LINC01141	long intergenic non-protein coding RNA 1141	339505	1557373_PM_at	-0.060399	-1.46418	0.153711	0.244756	1
GSE87466	CAPNS2	calpain small subunit 2	84290	223832_PM_s_at	-0.0634519	-1.45932	0.153753	0.244801	1
GSE87466	ZNF738	zinc finger protein 738	148203	241826_PM_x_at	-0.145584	-1.46293	0.153818	0.244869	2
GSE87466	LOC153682	uncharacterized LOC153682	153682	232794_PM_at	-0.228874	-1.46495	0.153991	0.245073	1
GSE87466	TSNAXIP1	translin associated factor X interacting protein 1	55815	222220_PM_s_at	-0.0849611	-1.45816	0.154215	0.245365	1
GSE87466	USP6NL	USP6 N-terminal like	9712	204761_PM_at	0.206075	1.46502	0.154258	0.245427	2
GSE87466	LOC100286993	hypothetical LOC100286993	100286993	231231_PM_at	-0.10959	-1.46005	0.15429	0.245449	1
GSE87466	LINC00485	long intergenic non-protein coding RNA 485	283432	1561222_PM_at	-0.0489736	-1.4619	0.15455	0.245791	1
GSE87466	CDC20	cell division cycle 20	991	202870_PM_s_at	0.18785	1.45765	0.154586	0.245841	1
GSE87466	TTC23L	tetratricopeptide repeat domain 23 like	153657	239620_PM_at	-0.0912456	-1.45275	0.154673	0.245937	2
GSE87466	MLH3	mutL homolog 3	27030	217216_PM_x_at	0.154128	1.46223	0.154929	0.246207	3
GSE87466	ONECUT3	one cut homeobox 3	390874	234109_PM_x_at	-0.0853452	-1.46038	0.154976	0.246254	1
GSE87466	CCDC144B	coiled-coil domain containing 144B (pseudogene)	284047	1557366_PM_at	0.328602	1.46404	0.155043	0.246325	1
GSE87466	PCDHB10	protocadherin beta 10	56126	223854_PM_at	0.0795217	1.45361	0.155036	0.246325	1
GSE87466	CREB3L4	cAMP responsive element binding protein 3 like 4	148327	226455_PM_at	-0.207718	-1.4543	0.15505	0.246329	1
GSE87466	PPP5C	protein phosphatase 5 catalytic subunit	5536	215705_PM_at	-0.0768647	-1.45764	0.155106	0.246375	2
GSE87466	LINC01193	long intergenic non-protein coding RNA 1193	348120	231132_PM_at	-0.0841261	-1.46224	0.155191	0.246488	1
GSE87466	ACP2	acid phosphatase 2, lysosomal	53	202767_PM_at	0.129811	1.45906	0.155219	0.246518	1
GSE87466	IL4	interleukin 4	3565	207539_PM_s_at	-0.079021	-1.45595	0.155276	0.246573	2
GSE87466	CMC2	C-X9-C motif containing 2	56942	218447_PM_at	-0.124202	-1.46131	0.155886	0.247398	1
GSE87466	FBXO9	F-box protein 9	26268	1559094_PM_at	0.205854	1.46179	0.155942	0.247466	9
GSE87466	VWA9	von Willebrand factor A domain containing 9	81556	1568801_PM_at	-0.0564573	-1.45022	0.156169	0.247776	2
GSE87466	LOC100130815	uncharacterized LOC100130815	100130815	1564471_PM_at	-0.0618417	-1.44837	0.156214	0.247833	1
GSE87466	RUSC2	RUN and SH3 domain containing 2	9853	213066_PM_at	0.110365	1.45814	0.156278	0.24792	1
GSE87466	ZNF516	zinc finger protein 516	9658	203604_PM_at	0.144809	1.44337	0.156288	0.247921	1
GSE87466	LINC00968	long intergenic non-protein coding RNA 968	100507632	243813_PM_at	-0.0573415	-1.45788	0.156286	0.247921	1
GSE87466	GATAD2B	GATA zinc finger domain containing 2B	57459	225393_PM_at	0.226682	1.46176	0.156349	0.247982	2
GSE87466	CBX7	chromobox 7	23492	212914_PM_at	0.128292	1.44549	0.156453	0.248104	1
GSE87466	MKS1	Meckel syndrome, type 1	54903	218630_PM_at	-0.107655	-1.4563	0.156481	0.248131	2
GSE87466	TIMM9	translocase of inner mitochondrial membrane 9	26520	218316_PM_at	0.123617	1.46039	0.15649	0.248134	1
GSE87466	NAPB	NSF attachment protein beta	63908	1570441_PM_at	0.0760064	1.44669	0.156505	0.24815	2
GSE87466	CEP83-AS1	CEP83 antisense RNA 1 (head to head)	144486	237021_PM_at	-0.0858834	-1.45378	0.15652	0.248167	1
GSE87466	TERB2	telomere repeat binding bouquet formation protein 2	145645	240876_PM_x_at	-0.0829521	-1.46451	0.156593	0.248261	1
GSE87466	FIP1L1	factor interacting with PAPOLA and CPSF1	81608	227293_PM_at	-0.123585	-1.45956	0.156628	0.248309	3
GSE87466	OR5K1	olfactory receptor family 5 subfamily K member 1	26339	1567287_PM_at	-0.0544737	-1.45237	0.15666	0.248353	2
GSE87466	LOC90784	uncharacterized LOC90784	90784	228515_PM_at	0.274277	1.46267	0.156781	0.248516	1
GSE87466	TBR1	T-box, brain 1	10716	220025_PM_at	-0.0504255	-1.44823	0.156812	0.248558	1
GSE87466	LOC652030	similar to ETS domain protein Elk-1	652030	217039_PM_x_at	0.123321	1.46045	0.156858	0.248624	1
GSE87466	LOC100130219	uncharacterized LOC100130219	100130219	236042_PM_at	-0.116413	-1.45374	0.156922	0.248718	1
GSE87466	TBX22	T-box 22	50945	224017_PM_at	-0.086197	-1.46216	0.156951	0.248749	1
GSE87466	LINC00518	long intergenic non-protein coding RNA 518	221718	244829_PM_at	-0.097042	-1.45957	0.156986	0.24879	2
GSE87466	AKAP14	A-kinase anchoring protein 14	158798	237281_PM_at	-0.11628	-1.45844	0.157023	0.248822	3
GSE87466	B4GALT6	beta-1,4-galactosyltransferase 6	9331	206232_PM_s_at	-0.147135	-1.45679	0.157059	0.248848	3
GSE87466	SAMD14	sterile alpha motif domain containing 14	201191	1559997_PM_x_at	-0.0931818	-1.45917	0.157072	0.248862	5
GSE87466	OR2B2	olfactory receptor family 2 subfamily B member 2	81697	216408_PM_at	-0.0714171	-1.45619	0.157093	0.248888	1
GSE87466	RNF111	ring finger protein 111	54778	218761_PM_at	0.139597	1.45895	0.157287	0.249166	1
GSE87466	SNX25	sorting nexin 25	83891	227408_PM_s_at	0.210476	1.45827	0.157316	0.249185	5
GSE87466	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	7533	201020_PM_at	-0.149081	-1.45335	0.157317	0.249185	3
GSE87466	RBPMS2	RNA binding protein with multiple splicing 2	348093	228802_PM_at	0.28601	1.45686	0.15737	0.249247	1
GSE87466	ESPL1	extra spindle pole bodies like 1, separase	9700	204817_PM_at	-0.122447	-1.45106	0.157385	0.249264	2
GSE87466	C6orf25	chromosome 6 open reading frame 25	80739	221342_PM_at	-0.104436	-1.45753	0.15751	0.249426	1
GSE87466	LYPD6	LY6/PLAUR domain containing 6	130574	239028_PM_at	-0.119905	-1.44281	0.157529	0.249449	3
GSE87466	CRH	corticotropin releasing hormone	1392	205630_PM_at	-0.061866	-1.44599	0.157751	0.24975	2
GSE87466	LOC644794	uncharacterized LOC644794	644794	235884_PM_at	0.308948	1.4551	0.15803	0.250119	2
GSE87466	LINC01487	long intergenic non-protein coding RNA 1487	101928190	1557498_PM_a_at	-0.062766	-1.44452	0.158051	0.25013	1
GSE87466	OSBPL9	oxysterol binding protein like 9	114883	218047_PM_at	0.157685	1.45937	0.15807	0.250153	1
GSE87466	MPP2	membrane palmitoylated protein 2	4355	213270_PM_at	-0.0994553	-1.45134	0.158095	0.250186	2
GSE87466	TTLL3	tubulin tyrosine ligase like 3	26140	1555475_PM_x_at	-0.107922	-1.44448	0.158213	0.250335	6
GSE87466	CHODL	chondrolectin	140578	219867_PM_at	-0.173222	-1.45026	0.158232	0.250345	1
GSE87466	TMEM63A	transmembrane protein 63A	9725	215583_PM_at	-0.0893745	-1.43589	0.158238	0.250347	4
GSE87466	XPO6	exportin 6	23214	211982_PM_x_at	0.139964	1.45184	0.158345	0.250501	2
GSE87466	PARP3	poly(ADP-ribose) polymerase family member 3	10039	209940_PM_at	0.0839456	1.44897	0.158514	0.250725	1
GSE87466	PANX3	pannexin 3	116337	240955_PM_at	-0.0554066	-1.44683	0.158534	0.250743	1
GSE87466	MRPS10	mitochondrial ribosomal protein S10	55173	218106_PM_s_at	0.0991898	1.45449	0.158614	0.250854	3
GSE87466	LINC01121	long intergenic non-protein coding RNA 1121	400952	1562601_PM_at	-0.0777967	-1.44522	0.158618	0.250854	1
GSE87466	ETV4	ETS variant 4	2118	1554576_PM_a_at	-0.0736777	-1.44509	0.158622	0.250854	2
GSE87466	JPH2	junctophilin 2	57158	220385_PM_at	-0.0719989	-1.44558	0.158712	0.250952	3
GSE87466	CPSF3L	cleavage and polyadenylation specific factor 3-like	54973	217994_PM_x_at	-0.163496	-1.44988	0.158836	0.251111	5
GSE87466	BDKRB2	bradykinin receptor B2	624	205870_PM_at	0.19278	1.4472	0.158967	0.2513	1
