gene_symbol	gene_title	datasets	evidence_groups	evidence_group_count	direction	direction_consistency	mean_log2fc	min_log2fc	max_log2fc	best_fdr	consensus_score
DAPL1	death associated protein like 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.146601	-0.275204	-0.0179979	0.106609	0.293202
FREM3	FRAS1 related extracellular matrix 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14659	-0.19611	-0.0970692	0.0538775	0.293179
FDPSP2	farnesyl diphosphate synthase pseudogene 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.146581	0.127399	0.165763	0.0964996	0.293162
SIX6	SIX homeobox 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.146576	-0.166337	-0.126814	0.017715	0.293151
CTSG	cathepsin G	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.146566	0.110637	0.182496	0.416249	0.293133
XPC	XPC complex subunit, DNA damage recognition and repair factor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.146527	0.119303	0.17375	0.0144037	0.293053
ST20-AS1	ST20 antisense RNA 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.146515	-0.258211	-0.0348192	0.0966621	0.29303
MRAP	melanocortin 2 receptor accessory protein	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.146497	0.0140222	0.278972	0.00060305	0.292994
C12orf43	chromosome 12 open reading frame 43	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.146481	0.0589849	0.233978	0.0234162	0.292963
HMCES	5-hydroxymethylcytosine (hmC) binding, ES cell-specific	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.14647	0.0448033	0.248137	0.0100559	0.29294
LOC151760	putative uncharacterized protein LOC151760	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.146431	-0.2213	-0.0715629	0.0151788	0.292863
TMEM126A	transmembrane protein 126A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.146394	-0.189686	-0.103102	0.0289655	0.292788
LINC00482	long intergenic non-protein coding RNA 482	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.146297	-0.170142	-0.122453	0.0374484	0.292595
NHLRC3	NHL repeat containing 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.146286	-0.166011	-0.126561	0.0756786	0.292572
ACP2	acid phosphatase 2, lysosomal	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.146274	0.129811	0.162737	0.0143764	0.292548
AARS2	alanyl-tRNA synthetase 2, mitochondrial	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.146266	-0.219301	-0.0732305	0.113713	0.292531
PFDN5	prefoldin subunit 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.146255	0.0536961	0.238814	0.0152205	0.29251
DEFB126	defensin beta 126	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.146252	-0.1989	-0.0936041	0.0335843	0.292504
HKR1	HKR1, GLI-Kruppel zinc finger family member	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14625	-0.225597	-0.066903	0.0335165	0.2925
CXorf57	chromosome X open reading frame 57	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.146076	-0.197108	-0.0950437	0.0406092	0.292152
NKD1	naked cuticle homolog 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.146067	-0.19295	-0.0991846	0.000756846	0.292135
NUMBL	NUMB like, endocytic adaptor protein	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.146035	0.130093	0.161978	0.0203791	0.292071
FAM182B	family with sequence similarity 182 member B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.146027	-0.171126	-0.120928	0.0091268	0.292054
ANKRD10	ankyrin repeat domain 10	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.146026	0.0399266	0.252125	0.0112541	0.292052
EPHA8	EPH receptor A8	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.146002	-0.161494	-0.13051	0.0377505	0.292004
CFL1	cofilin 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145985	-0.149547	-0.142424	0.00547938	0.291971
FAM9A	family with sequence similarity 9 member A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145978	-0.174819	-0.117136	0.000614827	0.291955
EXOSC8	exosome component 8	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.145963	0.0933716	0.198554	0.0930471	0.291926
PRM3	protamine 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145951	-0.186706	-0.105196	0.0612242	0.291902
TAS2R38	taste 2 receptor member 38	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145943	-0.217414	-0.0744718	0.0704097	0.291886
SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.145934	0.0735707	0.218298	0.120732	0.291869
ZNF542P	zinc finger protein 542, pseudogene	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.14593	0.0744635	0.217396	0.0129304	0.291859
LINC01260	long intergenic non-protein coding RNA 1260	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.145913	0.0116431	0.280183	0.00491064	0.291826
CLIC3	chloride intracellular channel 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.145898	0.0688267	0.222969	0.00267194	0.291796
OPRPN	opiorphin prepropeptide	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145864	-0.148065	-0.143663	0.00701092	0.291728
VPS33B	VPS33B, late endosome and lysosome associated	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145844	-0.177002	-0.114687	0.00878871	0.291689
LINC01547	long intergenic non-protein coding RNA 1547	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145843	-0.178078	-0.113608	0.0248958	0.291686
FRMD5	FERM domain containing 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.145822	0.144987	0.146657	0.055334	0.291644
FOXR1	forkhead box R1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145694	-0.16615	-0.125238	0.0155025	0.291388
TCP11	t-complex 11	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145638	-0.173029	-0.118247	0.000603093	0.291276
OR6W1P	olfactory receptor family 6 subfamily W member 1 pseudogene	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145623	-0.186307	-0.104939	0.00262721	0.291246
FOXN1	forkhead box N1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14557	-0.156399	-0.134741	0.0663807	0.29114
GRM5	glutamate metabotropic receptor 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145546	-0.230822	-0.0602708	0.00031134	0.291093
TMEM5	transmembrane protein 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145517	-0.204789	-0.0862456	0.160333	0.291035
SIVA1	SIVA1 apoptosis inducing factor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.1455	0.120805	0.170196	0.0693361	0.291001
DMRTB1	DMRT like family B with proline rich C-terminal 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145475	-0.181707	-0.109242	0.023045	0.290949
SPATA31C2	SPATA31 subfamily C member 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14542	-0.191313	-0.0995279	0.00912553	0.290841
RNF208	ring finger protein 208	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145408	-0.160295	-0.130522	0.00151236	0.290817
IL12B	interleukin 12B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.145388	0.0426587	0.248118	0.00527581	0.290777
PRKCA	protein kinase C alpha	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145372	-0.151802	-0.138942	0.0556463	0.290744
QDPR	quinoid dihydropteridine reductase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145281	-0.276944	-0.0136185	0.0324579	0.290563
ZNF142	zinc finger protein 142	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.145273	0.105509	0.185037	0.036316	0.290546
MGC10814	uncharacterized protein MGC10814	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145269	-0.234077	-0.0564605	0.00470237	0.290538
DBF4	DBF4 zinc finger	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.145261	0.0293647	0.261157	0.0462608	0.290522
ACTR6	ARP6 actin-related protein 6 homolog	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145253	-0.162025	-0.128481	0.0326866	0.290506
SNCB	synuclein beta	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145241	-0.206595	-0.0838875	0.00168462	0.290482
CDX4	caudal type homeobox 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145209	-0.230593	-0.0598247	0.00323282	0.290418
CUL4A	cullin 4A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145142	-0.187272	-0.103011	0.0038801	0.290283
TEKT5	tektin 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.145131	-0.210766	-0.0794957	0.0196325	0.290262
CDCA8	cell division cycle associated 8	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.145078	0.060535	0.229621	0.00648107	0.290156
SPOCD1	SPOC domain containing 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.145021	0.0530106	0.237032	0.00200945	0.290043
SMURF1	SMAD specific E3 ubiquitin protein ligase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.144994	0.0355903	0.254397	0.0667131	0.289987
YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144954	-0.169763	-0.120144	0.0017757	0.289907
PITPNM1	phosphatidylinositol transfer protein membrane associated 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.14495	0.14219	0.14771	0.0504074	0.2899
PTPMT1	protein tyrosine phosphatase, mitochondrial 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.144881	0.0473641	0.242397	0.16901	0.289761
KPNA6	karyopherin subunit alpha 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.14488	0.0967454	0.193015	0.0790303	0.28976
PPP1R37	protein phosphatase 1 regulatory subunit 37	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144873	-0.205758	-0.0839878	9.40807e-06	0.289746
PEAK1	pseudopodium enriched atypical kinase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144861	-0.166693	-0.123029	0.0446447	0.289722
TTTY8B	testis-specific transcript, Y-linked 8B (non-protein coding)	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144833	-0.181246	-0.10842	4.98999e-05	0.289666
H1FNT	H1 histone family member N, testis specific	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144821	-0.157411	-0.132231	0.0151876	0.289642
WRAP73	WD repeat containing, antisense to TP73	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.14471	0.108467	0.180954	0.0871998	0.289421
RGSL1	regulator of G-protein signaling like 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144675	-0.146879	-0.14247	0.031321	0.289349
ZNF93	zinc finger protein 93	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144652	-0.167566	-0.121738	0.0351348	0.289304
USP40	ubiquitin specific peptidase 40	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.144626	0.0336084	0.255644	0.214611	0.289252
LYPLA1	lysophospholipase I	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144566	-0.196739	-0.0923931	0.0271932	0.289132
WEE2-AS1	WEE2 antisense RNA 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144551	-0.199457	-0.0896446	0.0735114	0.289102
ZNF384	zinc finger protein 384	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144527	-0.166375	-0.122679	0.00129374	0.289054
TMEM39B	transmembrane protein 39B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.144513	0.109786	0.17924	0.0466268	0.289026
JKAMP	JNK1/MAPK8-associated membrane protein	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.144483	0.116221	0.172744	0.0865191	0.288965
ARRDC1-AS1	ARRDC1 antisense RNA 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144477	-0.265239	-0.0237141	0.000707176	0.288953
TCTE3	t-complex-associated-testis-expressed 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144464	-0.223125	-0.065803	0.069645	0.288928
TTTY11	testis-specific transcript, Y-linked 11 (non-protein coding)	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144462	-0.230595	-0.0583294	0.00932441	0.288924
LRRC37A5P	leucine rich repeat containing 37 member A5, pseudogene	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144433	-0.191311	-0.0975547	0.00122784	0.288866
GPS2	G protein pathway suppressor 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144418	-0.170605	-0.11823	0.0284397	0.288835
TUBGCP2	tubulin gamma complex associated protein 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144379	-0.174703	-0.114056	0.0241472	0.288759
MMP27	matrix metallopeptidase 27	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144353	-0.159283	-0.129423	0.0117363	0.288706
SPTBN4	spectrin beta, non-erythrocytic 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144291	-0.230239	-0.0583439	0.00497197	0.288583
RASL10A	RAS like family 10 member A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144164	-0.198651	-0.0896776	0.0396332	0.288329
HTR1F	5-hydroxytryptamine receptor 1F	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144123	-0.166667	-0.121579	0.0517034	0.288246
MAP2K2	mitogen-activated protein kinase kinase 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144117	-0.255051	-0.0331833	0.0693045	0.288234
ZNF713	zinc finger protein 713	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144113	-0.256441	-0.0317856	0.014348	0.288227
CTXN3	cortexin 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144103	-0.176861	-0.111346	0.00277055	0.288207
MAPK8	mitogen-activated protein kinase 8	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144056	-0.19337	-0.0947417	0.0859306	0.288112
IL17F	interleukin 17F	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.144051	0.00932382	0.278779	0.00522162	0.288103
NR1H3	nuclear receptor subfamily 1 group H member 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.144051	-0.160397	-0.127705	0.231786	0.288102
MYH8	myosin heavy chain 8	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143973	-0.144158	-0.143788	0.00159888	0.287946
CCDC87	coiled-coil domain containing 87	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14397	-0.199132	-0.0888088	0.000390952	0.287941
TSHB	thyroid stimulating hormone beta	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143967	-0.199382	-0.0885524	0.0377721	0.287934
CTNNA2	catenin alpha 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14389	-0.155785	-0.131995	0.00942744	0.28778
KCNIP3	potassium voltage-gated channel interacting protein 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143869	-0.269343	-0.0183953	0.00394026	0.287738
C12orf54	chromosome 12 open reading frame 54	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143846	-0.204783	-0.0829082	0.0118466	0.287691
PTCHD4	patched domain containing 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143837	-0.212491	-0.0751824	0.0621718	0.287673
ABCC12	ATP binding cassette subfamily C member 12	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143822	-0.206869	-0.0807742	0.00080592	0.287643
HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143773	-0.212899	-0.0746461	0.00535089	0.287545
HTT	huntingtin	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143716	-0.231153	-0.056279	0.261285	0.287432
TMEM74	transmembrane protein 74	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143677	-0.276234	-0.0111196	0.257861	0.287354
POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14367	-0.17789	-0.109449	0.00152056	0.287339
BAG5	BCL2 associated athanogene 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14364	-0.223217	-0.0640634	0.192853	0.28728
SLC39A1	solute carrier family 39 member 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.143622	0.0987117	0.188533	0.0236575	0.287245
BRMS1L	breast cancer metastasis-suppressor 1-like	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.1436	0.0516782	0.235521	0.000473274	0.287199
LYZL4	lysozyme like 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143587	-0.183564	-0.10361	0.0273692	0.287174
HS1BP3	HCLS1 binding protein 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143576	-0.170928	-0.116224	0.0913935	0.287152
ACACA	acetyl-CoA carboxylase alpha	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.143558	0.136841	0.150276	0.151575	0.287117
EP300	E1A binding protein p300	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.143508	0.11244	0.174575	0.0257192	0.287015
GPATCH2	G-patch domain containing 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.14348	0.0447301	0.242229	0.0494661	0.286959
LOC400940	uncharacterized LOC400940	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143455	-0.211727	-0.0751829	0.011264	0.28691
CCDC96	coiled-coil domain containing 96	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143448	-0.19699	-0.089905	0.0263376	0.286895
RBMY1J	RNA binding motif protein, Y-linked, family 1, member J	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143436	-0.192396	-0.0944767	0.0957166	0.286873
PTBP3	polypyrimidine tract binding protein 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14342	-0.184213	-0.102627	0.00278826	0.28684
TNFRSF8	TNF receptor superfamily member 8	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.143397	0.0928317	0.193963	0.0143909	0.286795
OXA1L	OXA1L, mitochondrial inner membrane protein	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143365	-0.191545	-0.0951851	0.0010973	0.28673
HTR1E	5-hydroxytryptamine receptor 1E	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143335	-0.177127	-0.109543	0.021976	0.28667
TDRKH	tudor and KH domain containing	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.14333	0.00213933	0.28452	0.022522	0.286659
GTF2A1	general transcription factor IIA subunit 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.143254	0.0811405	0.205367	0.146127	0.286508
ZNF436-AS1	ZNF436 antisense RNA 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143249	-0.219437	-0.0670619	0.0879574	0.286499
CSAD	cysteine sulfinic acid decarboxylase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143209	-0.194542	-0.0918757	0.0199395	0.286418
MRPL52	mitochondrial ribosomal protein L52	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.143205	0.0796335	0.206776	0.0127024	0.286409
RMDN3	regulator of microtubule dynamics 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143194	-0.194947	-0.0914414	0.00139854	0.286388
CSPP1	centrosome and spindle pole associated protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143177	-0.173682	-0.112672	0.12907	0.286354
REXO1	RNA exonuclease 1 homolog	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143143	-0.230521	-0.0557643	0.0076039	0.286285
HN1	hematological and neurological expressed 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143124	-0.246741	-0.0395062	0.00243563	0.286247
TMIGD2	transmembrane and immunoglobulin domain containing 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143096	-0.159067	-0.127125	0.0404549	0.286192
ANP32D	acidic nuclear phosphoprotein 32 family member D	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143068	-0.229859	-0.056277	9.19895e-06	0.286136
SPHKAP	SPHK1 interactor, AKAP domain containing	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143015	-0.237816	-0.0482144	0.0251037	0.28603
WIF1	WNT inhibitory factor 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143004	-0.158432	-0.127576	0.00669275	0.286008
MAU2	MAU2 sister chromatid cohesion factor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.143001	-0.163334	-0.122668	0.00139518	0.286002
EID2B	EP300 interacting inhibitor of differentiation 2B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.142994	0.0358328	0.250155	0.00973614	0.285988
