accession	probe_id	gene_symbol	gene_title	gene_id	n_case	n_control	mean_case	mean_control	log2fc	t_stat	p_value	fdr
GSE59071	8058460				74	11	3.26242	3.30358	-0.0411609	-0.860903	0.406171	0.528988
GSE59071	7892758				74	11	5.96238	6.05889	-0.0965193	-0.856468	0.406203	0.529004
GSE59071	7896138				74	11	9.77298	9.88906	-0.116082	-0.845448	0.406233	0.529022
GSE59071	7895457				74	11	3.16184	3.27623	-0.114395	-0.862404	0.406268	0.529047
GSE59071	7892638				74	11	3.06308	3.13963	-0.0765519	-0.860239	0.406401	0.5292
GSE59071	7918550				74	11	4.88464	4.83144	0.0531956	0.853043	0.406488	0.529292
GSE59071	8096731				74	11	3.35396	3.39916	-0.045196	-0.859617	0.406645	0.529476
GSE59071	7892622				74	11	10.456	10.3777	0.0782239	0.85182	0.406836	0.529685
GSE59071	7926715	GPR158	G protein-coupled receptor 158	57512	74	11	5.10802	5.14502	-0.0370015	-0.847119	0.406837	0.529685
GSE59071	8029728	GIPR	gastric inhibitory polypeptide receptor	2696	74	11	7.64032	7.56163	0.0786936	0.856159	0.406899	0.529745
GSE59071	8112994				74	11	6.03535	5.91517	0.12018	0.856108	0.407004	0.529861
GSE59071	7975410				74	11	6.40311	6.45864	-0.0555247	-0.850018	0.407062	0.529915
GSE59071	8001748	SNORA50A	small nucleolar RNA, H/ACA box 50A	677830	74	11	8.93349	9.01019	-0.0766978	-0.852478	0.407111	0.529958
GSE59071	8119239				74	11	3.96513	4.02277	-0.0576373	-0.852926	0.407159	0.529961
GSE59071	8084927				74	11	4.44831	4.39926	0.0490577	0.853836	0.407161	0.529961
GSE59071	8130715	PRR18	proline rich 18	285800	74	11	7.43593	7.47447	-0.0385346	-0.847473	0.407152	0.529961
GSE59071	7937200	CALY	calcyon neuron specific vesicular protein	50632	74	11	8.18657	8.24117	-0.0546009	-0.854822	0.407407	0.530261
GSE59071	8170990	MIR664B	microRNA 664b	100847052	74	11	5.6043	5.50894	0.0953645	0.848205	0.407488	0.530345
GSE59071	8129943				74	11	4.99431	5.05612	-0.0618126	-0.856587	0.407514	0.530358
GSE59071	8045697	RIF1	replication timing regulatory factor 1	55183	74	11	8.04293	7.9859	0.0570282	0.850593	0.407656	0.530522
GSE59071	7911047				74	11	7.916	7.85553	0.0604765	0.852479	0.407732	0.530586
GSE59071	8158145	LOC102723566	uncharacterized LOC102723566	102723566	74	11	7.32034	7.37673	-0.0563956	-0.852476	0.407749	0.530586
GSE59071	8089559	CD200R1L	CD200 receptor 1 like	344807	74	11	4.34245	4.28774	0.054712	0.859159	0.407753	0.530586
GSE59071	7963206				74	11	4.33194	4.43758	-0.105635	-0.85595	0.407805	0.530633
GSE59071	8006958	ZPBP2	zona pellucida binding protein 2	124626	74	11	4.47178	4.52374	-0.0519629	-0.855226	0.407857	0.53068
GSE59071	8077768				74	11	3.65661	3.59842	0.0581823	0.858412	0.407878	0.530687
GSE59071	8141363	TRIM4	tripartite motif containing 4	89122	74	11	7.10426	7.14976	-0.0455084	-0.854077	0.407965	0.530779
GSE59071	7894696				74	11	7.88582	7.97688	-0.091063	-0.84846	0.408041	0.530835
GSE59071	7995338				74	11	9.27398	9.35599	-0.0820138	-0.852037	0.408045	0.530835
GSE59071	7928408	ZSWIM8	zinc finger SWIM-type containing 8	23053	74	11	7.27185	7.23359	0.0382556	0.84657	0.408056	0.530835
GSE59071	8124022	DTNBP1	dystrobrevin binding protein 1	84062	74	11	7.11471	7.07985	0.0348597	0.847637	0.408076	0.53084
GSE59071	8130073	ZC3H12D	zinc finger CCCH-type containing 12D	340152	74	11	8.30972	8.37639	-0.0666774	-0.857254	0.408142	0.530906
GSE59071	8069838	KRTAP19-5	keratin associated protein 19-5	337972	74	11	6.25999	6.20728	0.0527181	0.8487	0.408403	0.531224
GSE59071	7955107	CCDC184	coiled-coil domain containing 184	387856	74	11	6.10667	6.06985	0.0368222	0.854548	0.408461	0.531279
GSE59071	7959052	RFC5	replication factor C subunit 5	5985	74	11	7.36139	7.41799	-0.0565917	-0.847318	0.408564	0.531392
GSE59071	7895435				74	11	11.1246	11.0556	0.0690008	0.846836	0.408612	0.531434
GSE59071	8162664	LOC100130916	HSAL5836	100130916	74	11	5.55342	5.48687	0.0665481	0.854338	0.408635	0.531443
GSE59071	8091972	MECOM	MDS1 and EVI1 complex locus	2122	74	11	8.53247	8.58677	-0.0543088	-0.833261	0.408683	0.531481
GSE59071	8046279				74	11	7.45976	7.42474	0.0350244	0.844665	0.408696	0.531481
GSE59071	7892874				74	11	5.08572	4.96513	0.120593	0.853493	0.408752	0.531512
GSE59071	7943882	PTS	6-pyruvoyltetrahydropterin synthase	5805	74	11	7.73002	7.78068	-0.0506565	-0.84705	0.408739	0.531512
GSE59071	8103023				74	11	8.81616	8.74637	0.0697882	0.853813	0.408828	0.53159
GSE59071	7894791				74	11	6.84234	6.92712	-0.0847789	-0.85574	0.408903	0.531667
GSE59071	7893890				74	11	4.95226	4.84258	0.109683	0.853525	0.409095	0.531895
GSE59071	8062695	SRSF6	serine and arginine rich splicing factor 6	6431	74	11	9.4295	9.37596	0.053541	0.851182	0.409136	0.531928
GSE59071	7935002	SRP9	signal recognition particle 9	6726	74	11	10.0665	10.1214	-0.0548457	-0.847269	0.409182	0.531967
GSE59071	8148156				74	11	3.80224	3.91344	-0.111202	-0.853704	0.409199	0.531968
GSE59071	7924327	GPATCH2	G-patch domain containing 2	55105	74	11	7.18219	7.13746	0.0447301	0.8526	0.409216	0.53197
GSE59071	7896518				74	11	4.75797	4.62574	0.132226	0.851805	0.409265	0.532013
GSE59071	7932548				74	11	4.06621	4.00584	0.06037	0.845787	0.409358	0.532092
GSE59071	8027584	KCTD15	potassium channel tetramerization domain containing 15	79047	74	11	7.07577	7.04195	0.0338166	0.840097	0.409357	0.532092
GSE59071	7936091	USMG5	up-regulated during skeletal muscle growth 5 homolog (mouse)	84833	74	11	9.69928	9.74928	-0.0499964	-0.834816	0.4094	0.532126
GSE59071	7895004				74	11	9.77747	9.9079	-0.13043	-0.85375	0.409434	0.532132
GSE59071	7951036	SNORD5	small nucleolar RNA, C/D box 5	692072	74	11	9.14012	9.04283	0.0972925	0.846326	0.409453	0.532132
GSE59071	8032525	SLC39A3	solute carrier family 39 member 3	29985	74	11	7.21106	7.24275	-0.0316896	-0.850818	0.409446	0.532132
GSE59071	8071371				74	11	5.06637	5.13549	-0.0691268	-0.853475	0.409666	0.532346
GSE59071	8071543				74	11	5.06637	5.13549	-0.0691268	-0.853475	0.409666	0.532346
GSE59071	8074746				74	11	5.06637	5.13549	-0.0691268	-0.853475	0.409666	0.532346
GSE59071	8150901	PENK	proenkephalin	5179	74	11	5.91212	5.95864	-0.0465131	-0.844057	0.409727	0.532405
GSE59071	8009515	LINC01152	long intergenic non-protein coding RNA 1152	102606463	74	11	3.63989	3.6869	-0.047018	-0.846692	0.409751	0.532415
GSE59071	8055171				74	11	5.53595	5.62533	-0.0893766	-0.848711	0.40979	0.532424
GSE59071	8153101	COL22A1	collagen type XXII alpha 1 chain	169044	74	11	6.66023	6.61031	0.049916	0.849975	0.409776	0.532424
GSE59071	8042960				74	11	2.95998	2.98887	-0.0288973	-0.850122	0.409812	0.532432
GSE59071	8054039				74	11	3.9321	3.96497	-0.0328724	-0.847461	0.409953	0.532595
GSE59071	7999520	RSL1D1	ribosomal L1 domain containing 1	26156	74	11	9.09005	9.01334	0.0767073	0.845963	0.410074	0.532731
GSE59071	8034299	ELOF1	elongation factor 1 homolog	84337	74	11	8.5899	8.62626	-0.0363609	-0.840521	0.410106	0.532752
GSE59071	8029814	PPP5C	protein phosphatase 5 catalytic subunit	5536	74	11	7.98267	7.95945	0.023225	0.837709	0.410158	0.532798
GSE59071	7899343	GPR3	G protein-coupled receptor 3	2827	74	11	8.03353	7.98685	0.0466863	0.847182	0.41038	0.533066
GSE59071	7896006				74	11	3.60926	3.48418	0.125073	0.852135	0.41051	0.533214
GSE59071	8104627	PMCHL1	pro-melanin concentrating hormone like 1 (pseudogene)	5369	74	11	3.74032	3.69304	0.0472738	0.850159	0.410619	0.533335
GSE59071	7955074				74	11	3.07771	3.09362	-0.0159104	-0.839772	0.410699	0.533418
GSE59071	7894040				74	11	4.07104	3.95172	0.119316	0.851506	0.410742	0.533453
GSE59071	8154654	CDKN2A-AS1	CDKN2A antisense RNA 1 (head to head)	51198	74	11	5.85572	5.90064	-0.0449224	-0.844915	0.410808	0.533518
GSE59071	8108733	PCDHB12	protocadherin beta 12	56124	74	11	5.05549	5.00207	0.0534148	0.849939	0.410939	0.533667
GSE59071	7931926				74	11	5.02745	4.97992	0.047527	0.847279	0.411136	0.533881
GSE59071	8118818				74	11	4.88106	4.84437	0.0366884	0.848538	0.41113	0.533881
GSE59071	7895426				74	11	3.01854	2.93635	0.0821913	0.849621	0.411345	0.534132
GSE59071	7915351	SLFNL1	schlafen like 1	200172	74	11	6.24177	6.29898	-0.0572039	-0.846749	0.411396	0.534177
GSE59071	8069174	FAM207A	family with sequence similarity 207 member A	85395	74	11	7.77848	7.73425	0.0442356	0.848136	0.411498	0.534289
GSE59071	7892557				74	11	3.27025	3.16389	0.10636	0.846408	0.411623	0.53443
GSE59071	8026381				74	11	4.51865	4.4286	0.0900499	0.848575	0.41165	0.534444
GSE59071	8157281				74	11	5.47074	5.51454	-0.0438033	-0.839307	0.411697	0.534484
GSE59071	7894688				74	11	4.13578	3.99718	0.1386	0.847069	0.411729	0.534492
GSE59071	8043022				74	11	4.92595	5.00966	-0.083711	-0.844204	0.411735	0.534492
GSE59071	8168215	MED12	mediator complex subunit 12	9968	74	11	8.81817	8.85378	-0.035608	-0.844919	0.411789	0.534541
GSE59071	7992632	NTN3	netrin 3	4917	74	11	7.35552	7.28326	0.0722606	0.849958	0.411871	0.534627
GSE59071	8126891	CRISP2	cysteine rich secretory protein 2	7180	74	11	5.02854	5.06718	-0.0386478	-0.842021	0.411933	0.534686
GSE59071	7892502				74	11	5.12896	5.05051	0.078449	0.845683	0.41198	0.534706
GSE59071	8170834	TKTL1	transketolase like 1	8277	74	11	5.65341	5.7136	-0.0601819	-0.850532	0.411966	0.534706
GSE59071	7896272				74	11	4.06351	4.17753	-0.114018	-0.847475	0.41204	0.534763
GSE59071	8149148	LOC650293	seven transmembrane helix receptor	650293	74	11	7.01538	6.96639	0.0489901	0.828769	0.412129	0.534857
GSE59071	8008723	EPX	eosinophil peroxidase	8288	74	11	5.8854	5.93392	-0.0485186	-0.843157	0.412187	0.534912
GSE59071	7971565	LPAR6	lysophosphatidic acid receptor 6	10161	74	11	7.34211	7.1764	0.165713	0.853298	0.412224	0.534939
GSE59071	7969114	SETDB2	SET domain bifurcated 2	83852	74	11	6.29241	6.23034	0.0620685	0.841866	0.412297	0.535013
GSE59071	7961291	TAS2R31	taste 2 receptor member 31	259290	74	11	5.39843	5.28604	0.112392	0.847767	0.412436	0.535081
GSE59071	7948306				74	11	4.38099	4.43974	-0.0587454	-0.843329	0.412428	0.535081
GSE59071	7995739	GNAO1	G protein subunit alpha o1	2775	74	11	6.83991	6.8978	-0.057897	-0.838247	0.412433	0.535081
GSE59071	7912750	FBXO42	F-box protein 42	54455	74	11	7.46119	7.41337	0.047827	0.84755	0.412426	0.535081
GSE59071	7952805	MIR4697HG	MIR4697 host gene	283174	74	11	5.46216	5.42136	0.0408015	0.839986	0.412443	0.535081
GSE59071	8077770	BRK1	BRICK1, SCAR/WAVE actin nucleating complex subunit	55845	74	11	9.24588	9.27486	-0.0289804	-0.83407	0.412446	0.535081
GSE59071	8107234	MAN2A1	mannosidase alpha class 2A member 1	4124	74	11	9.50667	9.56375	-0.0570888	-0.845632	0.412486	0.535112
GSE59071	8020139				74	11	7.83055	7.7346	0.095947	0.843383	0.412553	0.535157
GSE59071	8038261	GYS1	glycogen synthase 1	2997	74	11	8.46457	8.49506	-0.0304899	-0.838266	0.412547	0.535157
GSE59071	8044391	MERTK	MER proto-oncogene, tyrosine kinase	10461	74	11	7.19584	7.30502	-0.109182	-0.844174	0.412737	0.535354
GSE59071	8121825	RNF217	ring finger protein 217	154214	74	11	6.22932	6.12188	0.107443	0.84655	0.412731	0.535354
GSE59071	8151629	REXO1L1P	REX1, RNA exonuclease 1 homolog-like 1, pseudogene	254958	74	11	7.10869	6.98762	0.121078	0.834996	0.412768	0.535373
GSE59071	7985087				74	11	3.37669	3.40766	-0.0309772	-0.84757	0.412808	0.535383
GSE59071	7964033	ANKRD52	ankyrin repeat domain 52	283373	74	11	8.18467	8.15544	0.0292222	0.839528	0.412808	0.535383
GSE59071	7895981				74	11	8.16046	8.23597	-0.0755103	-0.836501	0.412856	0.535425
GSE59071	7895918				74	11	10.8376	10.8889	-0.0512994	-0.834141	0.412983	0.535527
GSE59071	7942204	CTTN	cortactin	2017	74	11	9.879	9.83352	0.0454737	0.827081	0.412962	0.535527
GSE59071	7895545				74	11	11.7294	11.6872	0.0422536	0.843544	0.41298	0.535527
GSE59071	8128308				74	11	5.63947	5.69571	-0.0562425	-0.828666	0.413075	0.535622
GSE59071	8127141				74	11	4.17854	4.2312	-0.0526644	-0.843907	0.413089	0.535622
GSE59071	8052524	SNORA70B	small nucleolar RNA, H/ACA box 70B	100124537	74	11	4.76243	4.72335	0.0390788	0.832986	0.413162	0.535696
GSE59071	7894984				74	11	9.55096	9.59826	-0.0473031	-0.831735	0.413209	0.535736
GSE59071	7982495				74	11	4.98512	5.03436	-0.049241	-0.842285	0.413362	0.535914
GSE59071	8061122	BANF2	barrier to autointegration factor 2	140836	74	11	5.02988	5.09264	-0.0627618	-0.843495	0.41344	0.535973
GSE59071	7922652				74	11	5.49572	5.4462	0.0495158	0.84193	0.413439	0.535973
GSE59071	7924663	LEFTY1	left-right determination factor 1	10637	74	11	8.67764	8.58092	0.0967188	0.838976	0.413482	0.535986
GSE59071	7991714	LOC727751	golgin A2 pseudogene	727751	74	11	7.79243	7.85381	-0.0613806	-0.841335	0.413469	0.535986
GSE59071	8024898	FEM1A	fem-1 homolog A	55527	74	11	7.26824	7.31466	-0.0464226	-0.843835	0.413554	0.536058
GSE59071	8129043				74	11	4.95183	4.9964	-0.0445698	-0.842696	0.413592	0.536086
GSE59071	7937698	LOC399851	uncharacterized LOC399851	399851	74	11	7.96531	8.02225	-0.0569439	-0.839139	0.413633	0.5361
GSE59071	7985080	ISL2	ISL LIM homeobox 2	64843	74	11	6.54876	6.58499	-0.0362249	-0.840768	0.413635	0.5361
GSE59071	7961293	TAS2R46	taste 2 receptor member 46	259292	74	11	3.86815	3.95155	-0.083404	-0.841722	0.413691	0.536131
GSE59071	8069200	LINC00334	long intergenic non-protein coding RNA 334	114042	74	11	5.61064	5.68239	-0.0717509	-0.848192	0.41368	0.536131
GSE59071	7974164				74	11	4.62032	4.68271	-0.0623922	-0.84291	0.413771	0.536193
GSE59071	7918751				74	11	5.1736	5.12619	0.047405	0.840332	0.41377	0.536193
GSE59071	7983594	DUT	deoxyuridine triphosphatase	1854	74	11	7.35473	7.40473	-0.0500018	-0.837656	0.413808	0.536217
GSE59071	8141498	ZCWPW1	zinc finger CW-type and PWWP domain containing 1	55063	74	11	5.0637	5.10272	-0.0390282	-0.844158	0.413822	0.536217
GSE59071	7893415				74	11	5.80701	5.68602	0.120995	0.845849	0.413949	0.536277
GSE59071	7892883				74	11	3.94146	3.83904	0.102414	0.842265	0.413948	0.536277
GSE59071	8129045	HDAC2	histone deacetylase 2	3066	74	11	8.4342	8.47217	-0.0379675	-0.832469	0.413919	0.536277
GSE59071	8153328	JRK	Jrk helix-turn-helix protein	8629	74	11	7.27808	7.31004	-0.0319658	-0.83997	0.413903	0.536277
GSE59071	8052121				74	11	4.89001	4.9191	-0.0290876	-0.844763	0.4139	0.536277
GSE59071	7894029				74	11	10.8434	10.7735	0.0699664	0.833271	0.414133	0.536495
GSE59071	7896248				74	11	4.22749	4.11614	0.111349	0.842443	0.414176	0.53653
GSE59071	7894990				74	11	11.7404	11.6906	0.0498016	0.838164	0.414197	0.536536
GSE59071	8143459				74	11	5.01895	5.07848	-0.0595351	-0.839752	0.414242	0.536573
GSE59071	7916986	NEGR1	neuronal growth regulator 1	257194	74	11	6.38704	6.4619	-0.0748588	-0.841259	0.414285	0.536608
GSE59071	7894514				74	11	5.36146	5.46895	-0.10749	-0.840222	0.414361	0.536665
GSE59071	8072577	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	7533	74	11	10.1549	10.1957	-0.0407337	-0.839704	0.414359	0.536665
GSE59071	7892526				74	11	5.31836	5.43638	-0.118022	-0.84095	0.414409	0.536706
GSE59071	7893380				74	11	5.15558	5.02519	0.130389	0.841239	0.414536	0.536826
GSE59071	8049682	MIR149	microRNA 149	406941	74	11	7.42032	7.35026	0.0700576	0.843107	0.414525	0.536826
GSE59071	7920045				74	11	3.37155	3.3989	-0.0273429	-0.839691	0.41455	0.536826
GSE59071	7938176	OR10A2	olfactory receptor family 10 subfamily A member 2	341276	74	11	4.37922	4.4282	-0.048978	-0.835989	0.414768	0.537087
GSE59071	7892659				74	11	3.38457	3.50112	-0.116555	-0.841896	0.414916	0.537195
GSE59071	7911333	RPL23AP87	ribosomal protein L23a pseudogene 87	388574	74	11	7.59446	7.51857	0.0758875	0.843608	0.414887	0.537195
GSE59071	8069470	RPL23AP87	ribosomal protein L23a pseudogene 87	388574	74	11	7.59446	7.51857	0.0758875	0.843608	0.414887	0.537195
GSE59071	7900999	C1orf228	chromosome 1 open reading frame 228	339541	74	11	6.10708	6.06643	0.0406515	0.837242	0.414903	0.537195
GSE59071	8035903				74	11	6.24412	6.31691	-0.0727837	-0.838455	0.414936	0.5372
GSE59071	7973142	TPPP2	tubulin polymerization promoting protein family member 2	122664	74	11	5.17617	5.23365	-0.0574832	-0.843908	0.414984	0.537227
GSE59071	7986530	OR4F6	olfactory receptor family 4 subfamily F member 6	390648	74	11	4.90523	4.95015	-0.0449235	-0.8369	0.415005	0.537227
GSE59071	8045585				74	11	3.78968	3.81279	-0.0231152	-0.834826	0.415003	0.537227
GSE59071	8159803	FAM138E	family with sequence similarity 138 member E	100124412	74	11	5.12487	5.20783	-0.0829569	-0.838235	0.415158	0.537386
GSE59071	8075024	POM121L10P	POM121 transmembrane nucleoporin like 10, pseudogene	646074	74	11	6.74844	6.69011	0.0583325	0.836019	0.41516	0.537386
GSE59071	8160953	PIGO	phosphatidylinositol glycan anchor biosynthesis class O	84720	74	11	8.19015	8.26196	-0.0718073	-0.843035	0.415317	0.537568
GSE59071	8137707	MIR339	microRNA 339	442907	74	11	8.63678	8.55946	0.0773183	0.838279	0.415418	0.537663
GSE59071	8078046	C3orf20	chromosome 3 open reading frame 20	84077	74	11	5.47793	5.40845	0.0694784	0.845984	0.415423	0.537663
GSE59071	8067867				74	11	7.06486	7.11884	-0.0539801	-0.834764	0.415559	0.537814
GSE59071	8003892	SMTNL2	smoothelin like 2	342527	74	11	7.14965	7.19224	-0.0425834	-0.835227	0.415572	0.537814
GSE59071	8036830	TTC9B	tetratricopeptide repeat domain 9B	148014	74	11	6.79117	6.75462	0.0365475	0.834844	0.415601	0.537831
GSE59071	8073929	FAM19A5	family with sequence similarity 19 member A5, C-C motif chemokine like	25817	74	11	7.32536	7.27356	0.0518057	0.841627	0.415841	0.538121
GSE59071	8028950	CYP2G1P	cytochrome P450 family 2 subfamily G member 1, pseudogene	22952	74	11	4.76627	4.81266	-0.0463876	-0.841382	0.415949	0.538239
GSE59071	7896501				74	11	11.2942	11.1744	0.119819	0.834386	0.416003	0.538267
GSE59071	8180322	KRTAP21-1	keratin associated protein 21-1	337977	74	11	5.97282	5.88245	0.0903689	0.836999	0.415989	0.538267
GSE59071	8178554	LY6G5C	lymphocyte antigen 6 complex, locus G5C	80741	74	11	5.96848	5.9312	0.0372828	0.833155	0.416095	0.538365
GSE59071	8153835	LOC101928953	uncharacterized LOC101928953	101928953	74	11	6.13972	6.06951	0.0702148	0.842012	0.416185	0.538461
GSE59071	7990729	CHRNB4	cholinergic receptor nicotinic beta 4 subunit	1143	74	11	6.59261	6.52822	0.0643995	0.839741	0.416202	0.538462
GSE59071	8158930	SPACA9	sperm acrosome associated 9	11092	74	11	6.41767	6.37203	0.0456417	0.838944	0.416354	0.538638
GSE59071	8036430	ZNF781	zinc finger protein 781	163115	74	11	4.04701	4.08991	-0.0428966	-0.835742	0.416378	0.538648
GSE59071	8008780				74	11	3.28485	3.35146	-0.0666089	-0.836321	0.416459	0.538732
GSE59071	7984488	SPESP1	sperm equatorial segment protein 1	246777	74	11	5.46118	5.53207	-0.0708887	-0.841659	0.416498	0.538761
GSE59071	8016259	LRRC37A2	leucine rich repeat containing 37 member A2	474170	74	11	8.1068	8.0408	0.0660029	0.834187	0.416612	0.538846
GSE59071	7911566				74	11	5.72654	5.77384	-0.0472948	-0.826462	0.41661	0.538846
GSE59071	8039945				74	11	5.72654	5.77384	-0.0472948	-0.826462	0.41661	0.538846
GSE59071	7916135	CC2D1B	coiled-coil and C2 domain containing 1B	200014	74	11	7.86761	7.89885	-0.0312481	-0.831776	0.416753	0.539007
GSE59071	8107348				74	11	4.91314	4.9644	-0.051262	-0.841213	0.416771	0.539009
GSE59071	8045275				74	11	4.48701	4.3228	0.164213	0.840278	0.416809	0.539038
GSE59071	8103204				74	11	4.91225	4.86995	0.0422965	0.833112	0.416862	0.539085
GSE59071	7893396				74	11	6.19024	6.10394	0.0863087	0.836451	0.41691	0.539126
GSE59071	7946061	HBE1	hemoglobin subunit epsilon 1	3046	74	11	5.20607	5.13848	0.0675848	0.839294	0.417016	0.539242
GSE59071	8038326	SLC6A16	solute carrier family 6 member 16	28968	74	11	5.50785	5.44377	0.0640753	0.838599	0.41707	0.539291
GSE59071	7895830				74	11	2.87976	2.95862	-0.0788587	-0.840187	0.417095	0.539303
GSE59071	8143899				74	11	6.07694	6.13744	-0.0605045	-0.834334	0.417186	0.539399
GSE59071	7972253				74	11	5.21645	5.26927	-0.0528248	-0.832051	0.417205	0.539403
GSE59071	7895752				74	11	8.89621	8.98459	-0.0883826	-0.832752	0.417422	0.539641
GSE59071	8161407	FAM74A6	family with sequence similarity 74 member A6	653123	74	11	5.59633	5.65089	-0.0545623	-0.824919	0.41741	0.539641
GSE59071	7896080				74	11	5.96678	5.88274	0.0840359	0.831883	0.417478	0.539693
GSE59071	7895009				74	11	11.393	11.3046	0.0884168	0.833825	0.417524	0.539731
GSE59071	7920873	SNORA80E	small nucleolar RNA, H/ACA box 80E	677823	74	11	10.0144	9.83093	0.183522	0.834725	0.417547	0.53974
GSE59071	8150206	LSM12	LSM12 homolog	124801	74	11	10.6425	10.5863	0.0562415	0.83097	0.417575	0.539755
GSE59071	8144226				74	11	4.80234	4.95647	-0.154122	-0.839592	0.417713	0.539903
GSE59071	8157264	SLC31A2	solute carrier family 31 member 2	1318	74	11	8.38989	8.29635	0.0935383	0.83733	0.417722	0.539903
GSE59071	8093852	MSX1	msh homeobox 1	4487	74	11	6.94992	6.90862	0.0412987	0.829109	0.41788	0.540087
GSE59071	7895536				74	11	8.68978	8.61325	0.0765268	0.829684	0.417971	0.540151
GSE59071	8165723	SHOX	short stature homeobox	6473	74	11	5.83649	5.88829	-0.0517962	-0.837211	0.417979	0.540151
GSE59071	8176297	SHOX	short stature homeobox	6473	74	11	5.83649	5.88829	-0.0517962	-0.837211	0.417979	0.540151
GSE59071	8157818	WDR38	WD repeat domain 38	401551	74	11	6.69456	6.76507	-0.070508	-0.838867	0.417999	0.540152
GSE59071	8174642	DANT2	DXZ4 associated non-coding transcript 2, distal	642776	74	11	7.2142	7.27036	-0.0561522	-0.833074	0.418012	0.540152
GSE59071	8060986				74	11	3.66885	3.72372	-0.054869	-0.833058	0.418044	0.540153
GSE59071	8093360	PDE6B	phosphodiesterase 6B	5158	74	11	6.09057	6.13374	-0.0431732	-0.834185	0.418045	0.540153
GSE59071	8156743	FOXE1	forkhead box E1	2304	74	11	6.32835	6.37975	-0.051403	-0.831201	0.41807	0.540164
GSE59071	7893159				74	11	5.02584	5.14299	-0.117143	-0.836796	0.418093	0.540173
GSE59071	7893322				74	11	5.64314	5.3028	0.340341	0.839907	0.418151	0.540227
GSE59071	7959012				74	11	4.91296	4.9619	-0.0489352	-0.830706	0.418181	0.540245
GSE59071	7911269	OR2M4	olfactory receptor family 2 subfamily M member 4	26245	74	11	5.12753	5.17246	-0.0449299	-0.828852	0.418272	0.540341
GSE59071	7991080	BNC1	basonuclin 1	646	74	11	5.38422	5.34045	0.0437702	0.832448	0.418298	0.540354
GSE59071	8030964	ERVFRD-2	endogenous retrovirus group FRD member 2	388560	74	11	5.0546	5.10689	-0.0522813	-0.83597	0.418362	0.540415
GSE59071	7894025				74	11	3.66171	3.55248	0.109232	0.834519	0.418501	0.540574
GSE59071	7994187	TNRC6A	trinucleotide repeat containing 6A	27327	74	11	8.31129	8.36219	-0.0509086	-0.83019	0.418527	0.540587
GSE59071	7924893				74	11	10.1618	10.1179	0.0439337	0.834607	0.418649	0.540723
GSE59071	8146955				74	11	8.97697	9.05778	-0.0808138	-0.830653	0.418749	0.540831
GSE59071	8003116	HSDL1	hydroxysteroid dehydrogenase like 1	83693	74	11	6.9358	6.96388	-0.0280734	-0.826229	0.418879	0.540978
GSE59071	7961259	PRH1-PRR4	PRH1-PRR4 readthrough	100533464	74	11	6.00002	6.05959	-0.0595608	-0.837649	0.41898	0.541067
GSE59071	8051985				74	11	5.74332	5.7754	-0.0320744	-0.831633	0.418967	0.541067
GSE59071	8179713	C6orf15	chromosome 6 open reading frame 15	29113	74	11	6.345	6.29332	0.0516723	0.832	0.419093	0.541191
GSE59071	8080621	CCDC66	coiled-coil domain containing 66	285331	74	11	6.11489	6.19444	-0.0795479	-0.834232	0.419142	0.541213
GSE59071	7963438	KRT71	keratin 71	112802	74	11	5.87016	5.93487	-0.0647183	-0.835907	0.419135	0.541213
GSE59071	7953715	NECAP1	NECAP endocytosis associated 1	25977	74	11	9.09259	9.05614	0.0364493	0.827121	0.41917	0.541228
GSE59071	7893867				74	11	7.02199	7.07776	-0.0557696	-0.821268	0.419263	0.541327
GSE59071	8067836	LINC00314	long intergenic non-protein coding RNA 314	246705	74	11	3.75413	3.58662	0.167512	0.834128	0.419332	0.541375
GSE59071	7893735				74	11	3.99924	4.14431	-0.145072	-0.838373	0.419342	0.541375
GSE59071	8006788	MLLT6	MLLT6, PHD finger domain containing	4302	74	11	8.56209	8.59974	-0.0376438	-0.826583	0.419349	0.541375
GSE59071	8043745				74	11	5.81433	5.86741	-0.0530807	-0.831392	0.419392	0.541388
GSE59071	7981346	MOK	MOK protein kinase	5891	74	11	5.86026	5.90408	-0.0438271	-0.82186	0.419376	0.541388
GSE59071	8034344	ZNF625-ZNF20	ZNF625-ZNF20 readthrough (NMD candidate)	100529855	74	11	5.48017	5.53696	-0.056792	-0.834134	0.419573	0.541601
GSE59071	8055137				74	11	4.30184	4.35197	-0.0501361	-0.830531	0.419606	0.541623
GSE59071	8170117				74	11	6.34384	6.4091	-0.065265	-0.836206	0.419626	0.541627
GSE59071	8039362	DNAAF3	dynein axonemal assembly factor 3	352909	74	11	6.5949	6.5424	0.0524913	0.833388	0.419679	0.541675
GSE59071	8122634	SAMD5	sterile alpha motif domain containing 5	389432	74	11	7.67533	7.56985	0.105477	0.835705	0.4199	0.541939
GSE59071	7926889	LYZL1	lysozyme like 1	84569	74	11	4.02407	4.08028	-0.0562063	-0.832054	0.419977	0.542017
GSE59071	8047286				74	11	6.48146	6.41607	0.0653912	0.82111	0.420032	0.542046
GSE59071	8107198				74	11	5.52002	5.4782	0.0418256	0.823091	0.42003	0.542046
