tissue_assignment	celltype	gene_symbol	n_diseased_samples	n_healthy_samples	diseased_cells	healthy_cells	mean_log1p_cpm_diseased	mean_log1p_cpm_healthy	delta_log1p_cpm_diseased_minus_healthy	p_log1p_cpm_mannwhitney	mean_detection_diseased	mean_detection_healthy	delta_detection_diseased_minus_healthy	p_detection_mannwhitney
R	T	HMOX1	7	4	4237	1853	0.0231783	0.0192565	0.00392177	0.507365	0.00343396	0.00393938	-0.000505418	1
R	T	ICAM1	7	4	4237	1853	0.370677	0.438883	-0.068206	0.787879	0.070493	0.124596	-0.0541029	0.315152
R	T	IFNG	7	4	4237	1853	1.06292	1.02246	0.0404576	0.648485	0.136977	0.147974	-0.0109971	0.787879
R	T	IL15	7	4	4237	1853	0.0656915	0.0743542	-0.00866274	0.787879	0.0124471	0.0177055	-0.00525841	0.412121
R	T	IL1B	7	4	4237	1853	0.0244818	0	0.0244818	0.022645	0.00200649	0	0.00200649	0.022645
R	T	IL7	7	4	4237	1853	0.0435052	0.00690381	0.0366014	0.0179007	0.00844819	0.00201959	0.0064286	0.046719
R	T	ITGAM	7	4	4237	1853	0.0192777	0.00608383	0.0131938	0.104985	0.00344961	0.00194257	0.00150704	0.293066
R	T	ITGAX	7	4	4237	1853	0.025309	0.00541057	0.0198984	0.070005	0.00449644	0.000798723	0.00369771	0.0282839
R	T	JAK1	7	4	4237	1853	1.362	1.27319	0.0888046	0.412121	0.391269	0.464195	-0.0729251	0.315152
R	T	LYZ	7	4	4237	1853	0.0942681	0.0370614	0.0572067	0.155433	0.00335994	0.00192212	0.00143782	0.297517
R	T	MAFB	7	4	4237	1853	0.0148579	0.0159387	-0.00108079	0.774812	0.00242094	0.00408873	-0.00166779	0.39075
R	T	MAP1LC3B	7	4	4237	1853	1.02698	0.962381	0.0646005	0.787879	0.270882	0.349468	-0.0785864	0.787879
R	T	MAPK14	7	4	4237	1853	0.151304	0.160461	-0.00915685	0.787879	0.0315469	0.0437331	-0.0121862	0.218253
R	T	NFKB1	7	4	4237	1853	0.543439	0.760617	-0.217178	0.163636	0.124068	0.231897	-0.10783	0.0727273
R	T	NLRP3	7	4	4237	1853	0.0359446	0.0755855	-0.0396409	0.0424242	0.00638961	0.0224271	-0.0160375	0.00606061
R	T	OSM	7	4	4237	1853	0.11552	0.143288	-0.027769	0.412121	0.0198182	0.0369621	-0.017144	0.109091
R	T	PARP1	7	4	4237	1853	0.591803	0.557012	0.034791	0.927273	0.137119	0.179273	-0.042154	0.230303
R	T	PIAS1	7	4	4237	1853	0.668299	0.549485	0.118815	0.109091	0.16392	0.18384	-0.0199202	0.787879
R	T	PKM	7	4	4237	1853	1.21308	1.02572	0.187355	0.163636	0.299902	0.348852	-0.0489497	0.927273
R	T	PRKAA1	7	4	4237	1853	0.303772	0.316628	-0.0128561	0.787879	0.0642613	0.102981	-0.0387196	0.155433
R	T	PTGS2	7	4	4237	1853	0.0119756	0.0107065	0.0012691	1	0.000748421	0.00119808	-0.000449661	1
R	T	RELA	7	4	4237	1853	0.393906	0.367287	0.0266181	0.527273	0.0860104	0.118679	-0.0326682	0.412121
R	T	SH3KBP1	7	4	4237	1853	0.800034	0.789899	0.0101354	1	0.199114	0.267232	-0.0681185	0.163636
R	T	SMAD3	7	4	4237	1853	0.225997	0.255399	-0.0294019	0.787879	0.0470787	0.0794163	-0.0323375	0.163636
R	T	SOD1	7	4	4237	1853	1.45397	1.2546	0.199372	0.0121212	0.427652	0.476505	-0.0488538	1
R	T	STAT3	7	4	4237	1853	1.3112	1.2161	0.0950996	0.315152	0.366044	0.421985	-0.0559409	0.527273
R	T	STAT5A	7	4	4237	1853	0.312451	0.237986	0.074465	0.163636	0.0661397	0.0762859	-0.0101462	0.927273
R	T	SYK	7	4	4237	1853	0.0268032	0.0326327	-0.00582957	0.648485	0.00418162	0.00733468	-0.00315306	0.230303
R	T	TLR4	7	4	4237	1853	0	0	0	1	0	0	0	1
R	T	TNF	7	4	4237	1853	1.13948	1.43186	-0.292372	0.412121	0.206402	0.323832	-0.11743	0.109091
R	T:T1	ACTA2	7	4	520	520	0.0962651	0.0167195	0.0795456	0.372431	0.0156795	0.00272697	0.0129525	0.372431
R	T:T1	AHR	7	4	520	520	0.568425	0.468286	0.100138	0.787879	0.103692	0.0913442	0.0123476	0.927273
R	T:T1	AKT1	7	4	520	520	0.0839392	0.081587	0.0023522	0.921056	0.0153852	0.0136856	0.00169953	0.921056
R	T:T1	ARNTL	7	4	520	520	0.198722	0.143836	0.0548863	0.507365	0.0315768	0.0259824	0.00559438	0.635833
R	T:T1	BCL6	7	4	520	520	0.143252	0.0495698	0.093682	0.104985	0.0220214	0.00758807	0.0144333	0.104985
R	T:T1	BECN1	7	4	520	520	0.349777	0.184158	0.16562	0.297517	0.0615131	0.0308943	0.0306188	0.297517
R	T:T1	BLNK	7	4	520	520	0.157752	0.112057	0.0456946	0.924027	0.0302806	0.0220009	0.00827971	0.924027
R	T:T1	BRD4	7	4	520	520	0.443963	0.522657	-0.0786941	0.648485	0.0825828	0.106298	-0.0237157	0.648485
R	T:T1	CAT	7	4	520	520	0.355005	0.350998	0.00400768	1	0.0554453	0.0693253	-0.0138801	0.343605
R	T:T1	CD4	7	4	520	520	0.421382	0.371273	0.0501091	0.927273	0.0788327	0.0760489	0.00278381	1
R	T:T1	CD86	7	4	520	520	0.0088139	0.0100317	-0.00121783	0.888539	0.00120048	0.00138889	-0.00018841	0.888539
R	T:T1	CREB1	7	4	520	520	0.404604	0.364312	0.0402916	1	0.0686132	0.0749469	-0.00633366	0.648485
R	T:T1	CTNNB1	7	4	520	520	0.153311	0.17552	-0.0222092	0.39075	0.022375	0.0312325	-0.00885747	0.39075
R	T:T1	DNMT1	7	4	520	520	0.425666	0.561899	-0.136233	0.787879	0.0766448	0.129623	-0.0529779	0.315152
R	T:T1	FOXP3	7	4	520	520	0.0845642	0.0289627	0.0556015	0.275654	0.0124742	0.00416667	0.00830748	0.197627
R	T:T1	GABPA	7	4	520	520	0.103674	0.118799	-0.0151255	0.633497	0.017993	0.0215611	-0.00356805	0.566305
R	T:T1	HIF1A	7	4	520	520	0.551995	0.828139	-0.276143	0.0242424	0.103616	0.185855	-0.0822386	0.0727273
R	T:T1	HMOX1	7	4	520	520	0	0	0	1	0	0	0	1
R	T:T1	ICAM1	7	4	520	520	0.262732	0.311726	-0.0489941	0.569872	0.0417698	0.0574	-0.0156302	0.343605
R	T:T1	IFNG	7	4	520	520	0.568303	0.335464	0.232839	0.504431	0.0740988	0.0468157	0.0272831	0.504431
R	T:T1	IL15	7	4	520	520	0.0786343	0.0471502	0.0314841	0.912853	0.0108247	0.00550475	0.00531993	0.912853
R	T:T1	IL1B	7	4	520	520	0.079172	0	0.079172	0.326558	0.00268858	0	0.00268858	0.326558
R	T:T1	IL7	7	4	520	520	0.0246469	0.0456305	-0.0209836	1	0.00466086	0.0086207	-0.00395984	1
R	T:T1	ITGAM	7	4	520	520	0.0088139	0.00506618	0.00374772	0.888539	0.00120048	0.000694445	0.000506035	0.888539
R	T:T1	ITGAX	7	4	520	520	0	0.00506618	-0.00506618	0.256839	0	0.000694445	-0.000694445	0.256839
R	T:T1	JAK1	7	4	520	520	1.22816	1.10451	0.123646	0.412121	0.300492	0.266053	0.034439	0.927273
R	T:T1	LYZ	7	4	520	520	0.21316	0.0495698	0.16359	0.917929	0.00389923	0.00411585	-0.000216618	0.757224
R	T:T1	MAFB	7	4	520	520	0.00922264	0.033447	-0.0242244	0.67415	0.00121065	0.00406505	-0.0028544	0.67415
R	T:T1	MAP1LC3B	7	4	520	520	0.820176	0.976496	-0.156321	0.412121	0.174119	0.262106	-0.0879874	0.527273
R	T:T1	MAPK14	7	4	520	520	0.126766	0.274997	-0.14823	0.297517	0.01911	0.0528619	-0.0337519	0.155433
R	T:T1	NFKB1	7	4	520	520	0.522957	0.897716	-0.374759	0.109091	0.0951422	0.186329	-0.0911863	0.0727273
R	T:T1	NLRP3	7	4	520	520	0.0445727	0.194145	-0.149572	0.30281	0.00716286	0.0387873	-0.0316244	0.30281
R	T:T1	OSM	7	4	520	520	0.208231	0.234299	-0.0260681	0.704817	0.031166	0.0415142	-0.0103482	1
R	T:T1	PARP1	7	4	520	520	0.497238	0.548696	-0.0514575	0.787879	0.0928497	0.111447	-0.0185973	0.787879
R	T:T1	PIAS1	7	4	520	520	0.654115	0.567289	0.0868258	0.230303	0.12312	0.120763	0.00235695	0.927273
R	T:T1	PKM	7	4	520	520	0.983705	0.670782	0.312923	0.163636	0.205645	0.142716	0.0629289	0.315152
R	T:T1	PRKAA1	7	4	520	520	0.280137	0.363143	-0.0830061	0.412121	0.0484707	0.0713578	-0.0228872	0.163636
R	T:T1	PTGS2	7	4	520	520	0.0171154	0.0196764	-0.00256095	0.888539	0.00120048	0.00208333	-0.000882852	0.888539
R	T:T1	RELA	7	4	520	520	0.278406	0.368774	-0.090368	0.787879	0.0438904	0.0700706	-0.0261802	0.787879
R	T:T1	SH3KBP1	7	4	520	520	0.676792	0.408915	0.267877	0.163636	0.128863	0.0783356	0.0505274	0.230303
R	T:T1	SMAD3	7	4	520	520	0.135678	0.323908	-0.188229	0.294186	0.0219129	0.0651078	-0.043195	0.152594
R	T:T1	SOD1	7	4	520	520	1.16319	1.13308	0.0301081	0.927273	0.278158	0.294001	-0.0158431	0.412121
R	T:T1	STAT3	7	4	520	520	1.11396	0.971456	0.142505	0.648485	0.24328	0.235479	0.00780121	0.927273
R	T:T1	STAT5A	7	4	520	520	0.283356	0.282468	0.000887407	0.787879	0.0417681	0.0556397	-0.0138716	0.927273
R	T:T1	SYK	7	4	520	520	0.0388009	0.117023	-0.0782222	0.30281	0.00559608	0.0226953	-0.0170992	0.216269
R	T:T1	TLR4	7	4	520	520	0	0	0	1	0	0	0	1
R	T:T1	TNF	7	4	520	520	1.10589	1.13982	-0.0339341	0.787879	0.212702	0.237546	-0.0248444	0.927273
R	T:T10	ACTA2	7	4	590	177	0.164502	0.378344	-0.213842	0.109091	0.0324514	0.156357	-0.123906	0.230303
R	T:T10	AHR	7	4	590	177	0.398514	0.210146	0.188368	0.297517	0.0784594	0.0636413	0.0148181	0.776319
R	T:T10	AKT1	7	4	590	177	0.130015	0.150746	-0.0207305	0.922953	0.025296	0.0492529	-0.0239569	0.922953
R	T:T10	ARNTL	7	4	590	177	0.151228	0.23673	-0.0855016	0.215084	0.0284221	0.0750899	-0.0466678	0.294186
R	T:T10	BCL6	7	4	590	177	0.213721	0.162558	0.0511623	0.527273	0.0388904	0.0371264	0.00176395	0.927273
R	T:T10	BECN1	7	4	590	177	0.386682	0.296768	0.0899143	0.787879	0.0821522	0.103404	-0.0212514	0.787879
R	T:T10	BLNK	7	4	590	177	0.00854229	0.234219	-0.225677	0.279421	0.00102775	0.0517986	-0.0507708	0.227723
R	T:T10	BRD4	7	4	590	177	0.568874	0.414387	0.154487	0.527273	0.122484	0.141865	-0.0193808	0.412121
R	T:T10	CAT	7	4	590	177	0.245472	0.178899	0.0665732	0.924548	0.0455181	0.0546486	-0.00913045	0.924548
R	T:T10	CD4	7	4	590	177	0.076429	0.073381	0.00304806	0.922953	0.0135231	0.0228279	-0.00930479	0.922953
R	T:T10	CD86	7	4	590	177	0.00854229	0	0.00854229	0.57075	0.00102775	0	0.00102775	0.57075
R	T:T10	CREB1	7	4	590	177	0.392883	0.393619	-0.000736036	0.648485	0.0769215	0.117612	-0.0406906	0.527273
R	T:T10	CTNNB1	7	4	590	177	0.267824	0.292594	-0.0247708	0.648485	0.0519673	0.0943207	-0.0423534	0.343605
R	T:T10	DNMT1	7	4	590	177	0.494002	0.554553	-0.0605509	0.927273	0.107787	0.189783	-0.0819957	0.163636
R	T:T10	FOXP3	7	4	590	177	0	0	0	1	0	0	0	1
R	T:T10	GABPA	7	4	590	177	0.157112	0.0258345	0.131278	0.0171232	0.0309183	0.00539567	0.0255226	0.0171232
R	T:T10	HIF1A	7	4	590	177	0.660641	0.554137	0.106504	0.648485	0.149224	0.176605	-0.0273812	0.787879
R	T:T10	HMOX1	7	4	590	177	0.0111011	0	0.0111011	0.57075	0.00223214	0	0.00223214	0.57075
R	T:T10	ICAM1	7	4	590	177	0.52389	0.288789	0.235101	0.230303	0.101561	0.0822842	0.0192767	0.412121
R	T:T10	IFNG	7	4	590	177	2.23141	1.90073	0.330676	0.648485	0.463955	0.350346	0.113609	0.412121
R	T:T10	IL15	7	4	590	177	0.0775959	0.170609	-0.0930131	0.215084	0.0131912	0.038925	-0.0257339	0.180841
R	T:T10	IL1B	7	4	590	177	0.0170492	0	0.0170492	0.326558	0.00301188	0	0.00301188	0.326558
R	T:T10	IL7	7	4	590	177	0	0	0	1	0	0	0	1
R	T:T10	ITGAM	7	4	590	177	0.0168145	0	0.0168145	0.326558	0.00296039	0	0.00296039	0.326558
R	T:T10	ITGAX	7	4	590	177	0.0385089	0	0.0385089	0.326558	0.00567214	0	0.00567214	0.326558
R	T:T10	JAK1	7	4	590	177	1.35583	1.10998	0.245846	0.648485	0.366533	0.390322	-0.023789	0.527273
R	T:T10	LYZ	7	4	590	177	0.105441	0	0.105441	0.326558	0.00296039	0	0.00296039	0.326558
R	T:T10	MAFB	7	4	590	177	0	0.0558647	-0.0558647	0.256839	0	0.0192308	-0.0192308	0.256839
R	T:T10	MAP1LC3B	7	4	590	177	1.20649	1.14497	0.0615122	0.787879	0.32796	0.445767	-0.117806	1
R	T:T10	MAPK14	7	4	590	177	0.122966	0.178408	-0.0554419	0.504431	0.0238345	0.038925	-0.0150905	0.633497
R	T:T10	NFKB1	7	4	590	177	0.490261	0.582479	-0.0922179	0.787879	0.0989592	0.226695	-0.127736	0.648485
R	T:T10	NLRP3	7	4	590	177	0.0165429	0.056589	-0.0400461	1	0.00338422	0.0107914	-0.00740716	1
R	T:T10	OSM	7	4	590	177	0.155952	0.0983754	0.0575765	0.39075	0.0241775	0.0160971	0.00808038	0.504431
R	T:T10	PARP1	7	4	590	177	0.668505	0.667205	0.00130018	1	0.150364	0.190156	-0.0397922	0.109091
R	T:T10	PIAS1	7	4	590	177	0.6819	0.587414	0.0944857	0.527273	0.163784	0.251321	-0.0875368	0.927273
R	T:T10	PKM	7	4	590	177	1.08656	1.05879	0.0277726	1	0.272266	0.405991	-0.133725	0.230303
R	T:T10	PRKAA1	7	4	590	177	0.337177	0.298334	0.0388432	0.787879	0.0701285	0.0863793	-0.0162508	0.787879
R	T:T10	PTGS2	7	4	590	177	0	0	0	1	0	0	0	1
R	T:T10	RELA	7	4	590	177	0.368197	0.239427	0.12877	0.648485	0.074452	0.0551121	0.0193399	0.527273
R	T:T10	SH3KBP1	7	4	590	177	0.861839	0.830558	0.0312813	1	0.21616	0.288752	-0.0725924	0.648485
R	T:T10	SMAD3	7	4	590	177	0.141597	0.21524	-0.0736425	0.774812	0.0288363	0.0478279	-0.0189916	0.633497
R	T:T10	SOD1	7	4	590	177	1.37785	1.13735	0.240493	0.412121	0.395435	0.413558	-0.0181239	0.787879
R	T:T10	STAT3	7	4	590	177	1.33214	1.00989	0.322243	0.0727273	0.353096	0.344431	0.00866489	0.787879
R	T:T10	STAT5A	7	4	590	177	0.320018	0.204394	0.115624	0.343605	0.0691293	0.0800222	-0.0108929	1
R	T:T10	SYK	7	4	590	177	0.0372616	0.108193	-0.0709314	0.584238	0.00601	0.0517986	-0.0457886	0.584238
R	T:T10	TLR4	7	4	590	177	0	0	0	1	0	0	0	1
R	T:T10	TNF	7	4	590	177	1.67224	1.59357	0.0786684	0.648485	0.328573	0.336559	-0.00798639	0.787879
R	T:T12	ACTA2	3	1	14	1	0	0	0		0	0	0	
R	T:T12	AHR	3	1	14	1	0.153198	0	0.153198		0.0416667	0	0.0416667	
R	T:T12	AKT1	3	1	14	1	0	0	0		0	0	0	
R	T:T12	ARNTL	3	1	14	1	0.25776	0	0.25776		0.0833333	0	0.0833333	
R	T:T12	BCL6	3	1	14	1	0.153198	0	0.153198		0.0416667	0	0.0416667	
R	T:T12	BECN1	3	1	14	1	0.373657	0	0.373657		0.111111	0	0.111111	
R	T:T12	BLNK	3	1	14	1	0	0	0		0	0	0	
R	T:T12	BRD4	3	1	14	1	0.722855	0	0.722855		0.263889	0	0.263889	
R	T:T12	CAT	3	1	14	1	0	0	0		0	0	0	
R	T:T12	CD4	3	1	14	1	0	0	0		0	0	0	
R	T:T12	CD86	3	1	14	1	0	0	0		0	0	0	
R	T:T12	CREB1	3	1	14	1	0.631417	0	0.631417		0.194444	0	0.194444	
R	T:T12	CTNNB1	3	1	14	1	0.196	0	0.196		0.111111	0	0.111111	
R	T:T12	DNMT1	3	1	14	1	0.337237	0	0.337237		0.125	0	0.125	
R	T:T12	FOXP3	3	1	14	1	0	0	0		0	0	0	
R	T:T12	GABPA	3	1	14	1	0.373657	0	0.373657		0.111111	0	0.111111	
R	T:T12	HIF1A	3	1	14	1	0.950019	0	0.950019		0.375	0	0.375	
R	T:T12	HMOX1	3	1	14	1	0	0	0		0	0	0	
R	T:T12	ICAM1	3	1	14	1	0	0	0		0	0	0	
R	T:T12	IFNG	3	1	14	1	0	0	0		0	0	0	
R	T:T12	IL15	3	1	14	1	0	0	0		0	0	0	
R	T:T12	IL1B	3	1	14	1	0	0	0		0	0	0	
R	T:T12	IL7	3	1	14	1	0	0	0		0	0	0	
R	T:T12	ITGAM	3	1	14	1	0	0	0		0	0	0	
R	T:T12	ITGAX	3	1	14	1	0	0	0		0	0	0	
R	T:T12	JAK1	3	1	14	1	1.3548	0	1.3548		0.458333	0	0.458333	
R	T:T12	LYZ	3	1	14	1	0	0	0		0	0	0	
R	T:T12	MAFB	3	1	14	1	0	0	0		0	0	0	
R	T:T12	MAP1LC3B	3	1	14	1	0.45376	0	0.45376		0.194444	0	0.194444	
R	T:T12	MAPK14	3	1	14	1	0	0	0		0	0	0	
R	T:T12	NFKB1	3	1	14	1	0.45376	0	0.45376		0.194444	0	0.194444	
R	T:T12	NLRP3	3	1	14	1	0	0	0		0	0	0	
R	T:T12	OSM	3	1	14	1	0	0	0		0	0	0	
R	T:T12	PARP1	3	1	14	1	0.692259	0	0.692259		0.222222	0	0.222222	
R	T:T12	PIAS1	3	1	14	1	0.153198	0	0.153198		0.0416667	0	0.0416667	
R	T:T12	PKM	3	1	14	1	0.745273	2.1181	-1.37283		0.416667	1	-0.583333	
R	T:T12	PRKAA1	3	1	14	1	0.349198	0	0.349198		0.152778	0	0.152778	
R	T:T12	PTGS2	3	1	14	1	0	0	0		0	0	0	
R	T:T12	RELA	3	1	14	1	0.25776	0	0.25776		0.0833333	0	0.0833333	
R	T:T12	SH3KBP1	3	1	14	1	0.722855	2.1181	-1.39525		0.263889	1	-0.736111	
R	T:T12	SMAD3	3	1	14	1	0	0	0		0	0	0	
R	T:T12	SOD1	3	1	14	1	1.17708	0	1.17708		0.597222	0	0.597222	
R	T:T12	STAT3	3	1	14	1	1.53803	0	1.53803		0.680556	0	0.680556	
R	T:T12	STAT5A	3	1	14	1	0	0	0		0	0	0	
R	T:T12	SYK	3	1	14	1	0	0	0		0	0	0	
R	T:T12	TLR4	3	1	14	1	0	0	0		0	0	0	
R	T:T12	TNF	3	1	14	1	0.153198	0	0.153198		0.0416667	0	0.0416667	
R	T:T13	ACTA2	2	1	3	1	0	0	0		0	0	0	
R	T:T13	AHR	2	1	3	1	0	0	0		0	0	0	
R	T:T13	AKT1	2	1	3	1	0	0	0		0	0	0	
R	T:T13	ARNTL	2	1	3	1	0	0	0		0	0	0	
R	T:T13	BCL6	2	1	3	1	0	0	0		0	0	0	
R	T:T13	BECN1	2	1	3	1	0.461076	0	0.461076		0.25	0	0.25	
R	T:T13	BLNK	2	1	3	1	0	0	0		0	0	0	
R	T:T13	BRD4	2	1	3	1	1.63043	0	1.63043		1	0	1	
R	T:T13	CAT	2	1	3	1	0	0	0		0	0	0	
R	T:T13	CD4	2	1	3	1	0	0	0		0	0	0	
R	T:T13	CD86	2	1	3	1	0	0	0		0	0	0	
R	T:T13	CREB1	2	1	3	1	0	0	0		0	0	0	
R	T:T13	CTNNB1	2	1	3	1	0.461076	0	0.461076		0.25	0	0.25	
R	T:T13	DNMT1	2	1	3	1	0.933625	1.32203	-0.388405		0.5	1	-0.5	
R	T:T13	FOXP3	2	1	3	1	0	0	0		0	0	0	
R	T:T13	GABPA	2	1	3	1	0	0	0		0	0	0	
R	T:T13	HIF1A	2	1	3	1	0	1.87212	-1.87212		0	1	-1	
R	T:T13	HMOX1	2	1	3	1	0	0	0		0	0	0	
R	T:T13	ICAM1	2	1	3	1	0	0	0		0	0	0	
R	T:T13	IFNG	2	1	3	1	0	0	0		0	0	0	
R	T:T13	IL15	2	1	3	1	0	0	0		0	0	0	
R	T:T13	IL1B	2	1	3	1	0	0	0		0	0	0	
R	T:T13	IL7	2	1	3	1	0	0	0		0	0	0	
R	T:T13	ITGAM	2	1	3	1	1.3947	0	1.3947		0.75	0	0.75	
R	T:T13	ITGAX	2	1	3	1	0	0	0		0	0	0	
R	T:T13	JAK1	2	1	3	1	0.933625	2.48525	-1.55163		0.5	1	-0.5	
R	T:T13	LYZ	2	1	3	1	0	0	0		0	0	0	
R	T:T13	MAFB	2	1	3	1	0	0	0		0	0	0	
R	T:T13	MAP1LC3B	2	1	3	1	0	0	0		0	0	0	
R	T:T13	MAPK14	2	1	3	1	0	0	0		0	0	0	
R	T:T13	NFKB1	2	1	3	1	0	0	0		0	0	0	
R	T:T13	NLRP3	2	1	3	1	0	0	0		0	0	0	
R	T:T13	OSM	2	1	3	1	0	0	0		0	0	0	
R	T:T13	PARP1	2	1	3	1	0.696805	1.32203	-0.625225		0.25	1	-0.75	
R	T:T13	PIAS1	2	1	3	1	0.933625	0	0.933625		0.5	0	0.5	
R	T:T13	PKM	2	1	3	1	0.461076	1.32203	-0.860955		0.25	1	-0.75	
R	T:T13	PRKAA1	2	1	3	1	0.461076	0	0.461076		0.25	0	0.25	
R	T:T13	PTGS2	2	1	3	1	0	0	0		0	0	0	
R	T:T13	RELA	2	1	3	1	0	1.32203	-1.32203		0	1	-1	
R	T:T13	SH3KBP1	2	1	3	1	0.461076	1.32203	-0.860955		0.25	1	-0.75	
R	T:T13	SMAD3	2	1	3	1	0	0	0		0	0	0	
R	T:T13	SOD1	2	1	3	1	1.3947	1.32203	0.0726705		0.75	1	-0.25	
R	T:T13	STAT3	2	1	3	1	0.461076	0	0.461076		0.25	0	0.25	
R	T:T13	STAT5A	2	1	3	1	0	0	0		0	0	0	
R	T:T13	SYK	2	1	3	1	0	0	0		0	0	0	
R	T:T13	TLR4	2	1	3	1	0	0	0		0	0	0	
R	T:T13	TNF	2	1	3	1	0.933625	0	0.933625		0.5	0	0.5	
R	T:T14	ACTA2	6	4	85	270	0.107556	0.188603	-0.0810471	0.306103	0.0238636	0.0583637	-0.0345	0.306103
R	T:T14	AHR	6	4	85	270	0.563142	0.381021	0.182121	0.45	0.192614	0.143893	0.048721	0.746128
R	T:T14	AKT1	6	4	85	270	0.401129	0.138345	0.262784	0.331425	0.125379	0.0536687	0.0717101	0.588324
R	T:T14	ARNTL	6	4	85	270	0.139242	0.577344	-0.438102	0.0615184	0.0403409	0.232225	-0.191884	0.0366428
R	T:T14	BCL6	6	4	85	270	0.207638	0.0869935	0.120644	1	0.0581439	0.031401	0.026743	1
R	T:T14	BECN1	6	4	85	270	0.162613	0.334272	-0.171659	0.42603	0.048106	0.10886	-0.0607544	0.42603
R	T:T14	BLNK	6	4	85	270	0.0338367	0.0075623	0.0262744	1	0.0060606	0.00128866	0.00477194	1
R	T:T14	BRD4	6	4	85	270	0.382797	0.641368	-0.258571	0.45	0.110606	0.251095	-0.140489	0.329918
R	T:T14	CAT	6	4	85	270	0.147674	0.196044	-0.0483697	0.732995	0.0346592	0.0815506	-0.0468914	0.42603
R	T:T14	CD4	6	4	85	270	0	0.131369	-0.131369	0.0257708	0	0.0331717	-0.0331717	0.0257708
R	T:T14	CD86	6	4	85	270	0	0	0	1	0	0	0	1
R	T:T14	CREB1	6	4	85	270	0.0530952	0.281513	-0.228418	0.0546639	0.0151515	0.0958608	-0.0807093	0.0926958
R	T:T14	CTNNB1	6	4	85	270	0.255709	0.241047	0.0146623	0.65998	0.0672348	0.0905712	-0.0233364	0.825894
R	T:T14	DNMT1	6	4	85	270	0.539818	0.393414	0.146403	0.825894	0.158333	0.134994	0.0233396	1
R	T:T14	FOXP3	6	4	85	270	0	0	0	1	0	0	0	1
R	T:T14	GABPA	6	4	85	270	0.245956	0.0937395	0.152217	0.42603	0.0893939	0.0339783	0.0554157	0.569646
R	T:T14	HIF1A	6	4	85	270	0.561968	0.456223	0.105745	0.331425	0.183901	0.164164	0.0197372	0.913795
R	T:T14	HMOX1	6	4	85	270	0	0.0560937	-0.0560937	0.0942099	0	0.0178069	-0.0178069	0.0942099
R	T:T14	ICAM1	6	4	85	270	0.246892	0.206211	0.0406811	1	0.0763258	0.0666678	0.00965801	1
R	T:T14	IFNG	6	4	85	270	1.89039	1.82068	0.0697075	0.761905	0.427652	0.400633	0.027018	1
R	T:T14	IL15	6	4	85	270	0.0954977	0.0357125	0.0597852	1	0.03125	0.00515465	0.0260953	1
R	T:T14	IL1B	6	4	85	270	0.0120585	0	0.0120585	0.540291	0.0030303	0	0.0030303	0.540291
R	T:T14	IL7	6	4	85	270	0	0	0	1	0	0	0	1
R	T:T14	ITGAM	6	4	85	270	0.0502926	0	0.0502926	0.286869	0.013447	0	0.013447	0.286869
R	T:T14	ITGAX	6	4	85	270	0.274209	0.0075623	0.266647	0.336668	0.0672348	0.00128866	0.0659462	0.336668
R	T:T14	JAK1	6	4	85	270	1.27292	1.15358	0.119342	1	0.422917	0.456082	-0.0331653	0.828593
R	T:T14	LYZ	6	4	85	270	0	0	0	1	0	0	0	1
R	T:T14	MAFB	6	4	85	270	0	0.0075623	-0.0075623	0.307434	0	0.00128866	-0.00128866	0.307434
R	T:T14	MAP1LC3B	6	4	85	270	0.980121	0.842669	0.137453	0.66887	0.352273	0.315442	0.0368304	0.665006
R	T:T14	MAPK14	6	4	85	270	0.138661	0.149477	-0.0108153	0.306103	0.0477273	0.04969	-0.00196273	0.42603
R	T:T14	NFKB1	6	4	85	270	0.517581	0.429114	0.0884664	0.589485	0.162689	0.143298	0.0193914	0.913795
R	T:T14	NLRP3	6	4	85	270	0.0120585	0.0075623	0.00449615	1	0.0030303	0.00128866	0.00174164	1
R	T:T14	OSM	6	4	85	270	0.0338367	0.0545143	-0.0206776	0.511966	0.0060606	0.011251	-0.0051904	0.511966
R	T:T14	PARP1	6	4	85	270	0.493243	0.357207	0.136036	0.589485	0.158712	0.115785	0.0429267	0.588324
R	T:T14	PIAS1	6	4	85	270	0.353177	0.396311	-0.0431337	0.825894	0.100189	0.149876	-0.0496872	0.65998
R	T:T14	PKM	6	4	85	270	0.982751	1.38679	-0.404041	0.47619	0.297538	0.58985	-0.292312	0.235196
R	T:T14	PRKAA1	6	4	85	270	0.23743	0.142468	0.0949612	1	0.0672348	0.0338656	0.0333692	0.825894
R	T:T14	PTGS2	6	4	85	270	0	0	0	1	0	0	0	1
R	T:T14	RELA	6	4	85	270	0.681726	0.543164	0.138562	0.609524	0.213068	0.223091	-0.0100231	0.830153
R	T:T14	SH3KBP1	6	4	85	270	0.638358	0.819309	-0.180951	0.59291	0.239015	0.296225	-0.0572098	0.59291
R	T:T14	SMAD3	6	4	85	270	0.023303	0.11768	-0.0943775	0.0926958	0.0060606	0.0312883	-0.0252277	0.0546639
R	T:T14	SOD1	6	4	85	270	1.16638	1.29367	-0.127291	1	0.403409	0.519817	-0.116407	0.45
R	T:T14	STAT3	6	4	85	270	0.992488	1.12147	-0.128984	0.47619	0.367424	0.4577	-0.0902753	0.50931
